FixationDurationInS,BPOGX,BPOGY,Participant,AOIName,TIME(2019/03/11 10:07:38.252),FixationDuration
0.65907,0.23603,0.11806,7532OS,text,67.4851,659.07
0.31287,0.82847,0.54897,7532OS,task,68.16082,312.87
0.90771,0.88874,0.58071,7532OS,task,69.08489,907.71
0.37971,0.92852,0.5535,7532OS,task,69.48048,379.71
0.32976,0.90857,0.40978,7532OS,task,69.82687,329.76
0.54399,0.82388,0.46416,7532OS,task,70.43656,543.99
0.64256,0.895,0.50288,7532OS,task,71.09606,642.56
0.42863,0.93771,0.49731,7532OS,task,71.54095,428.63
0.32961,0.80233,0.54285,7532OS,task,71.88787,329.61
0.51062,0.8591,0.54537,7532OS,task,72.41482,510.62
0.49463,0.94723,0.60194,7532OS,task,72.92606,494.63
0.23093,0.83693,0.52252,7532OS,task,73.17373,230.93
0.39668,0.88753,0.57171,7532OS,task,73.58646,396.68
0.42899,0.92728,0.56935,7532OS,task,74.03146,428.99
0.56067,0.83274,0.56571,7532OS,task,74.60796,560.67
0.69228,0.89911,0.53744,7532OS,task,75.31667,692.28
0.49515,0.95011,0.58412,7532OS,task,75.82859,495.15
0.27986,0.8289,0.56945,7532OS,task,76.1245,279.86
0.44475,0.92048,0.58129,7532OS,task,76.58627,444.75
0.49435,0.81692,0.52476,7532OS,task,77.09756,494.35
0.37981,0.90157,0.39616,7532OS,task,77.54319,379.81
0.34619,0.92299,0.32423,7532OS,task,77.90563,346.19
0.62677,0.90345,0.30564,7532OS,task,78.54877,626.77
0.64301,0.80595,0.31121,7532OS,task,79.20814,643.01
0.59309,0.90431,0.39332,7532OS,task,79.81815,593.09
0.44461,0.84803,0.26422,7532OS,task,80.27975,444.61
0.61017,0.88262,0.31836,7532OS,task,80.90665,610.17
0.49384,0.84977,0.38911,7532OS,task,81.41723,493.84
0.52745,0.90932,0.33451,7532OS,task,81.96149,527.45
0.67574,0.83514,0.37687,7532OS,task,82.65426,675.74
0.65961,0.91171,0.38386,7532OS,task,83.33009,659.61
0.56076,0.9404,0.38269,7532OS,task,83.90723,560.76
0.36264,0.82983,0.41328,7532OS,task,84.28622,362.64
0.32982,0.91601,0.36043,7532OS,task,84.63294,329.82
0.51099,0.86195,0.32263,7532OS,task,85.15993,510.99
0.37976,0.90527,0.35607,7532OS,task,85.55651,379.76
0.46204,0.80012,0.37142,7532OS,task,86.03437,462.04
0.57701,0.88169,0.3838,7532OS,task,86.62769,577.01
0.51141,0.89665,0.40444,7532OS,task,87.15585,511.41
0.29672,0.83515,0.42592,7532OS,task,87.51806,296.72
0.33029,0.91379,0.46956,7532OS,task,87.86451,330.29
0.36287,0.83628,0.45816,7532OS,task,88.24368,362.87
0.54385,0.89736,0.38436,7532OS,task,88.80416,543.85
0.24818,0.89004,0.423,7532OS,task,89.06835,248.18
0.29742,0.81435,0.4564,7532OS,task,89.3816,297.42
0.19759,0.8606,0.56114,7532OS,task,89.9087,197.59
0.24725,0.9839,0.49612,7532OS,task,90.22236,247.25
0.2476,0.85742,0.25478,7532OS,task,90.48603,247.6
0.31287,0.91464,0.36549,7532OS,task,90.86503,312.87
0.34669,0.954,0.50904,7532OS,task,91.32696,346.69
0.23155,0.84907,0.53665,7532OS,task,91.57447,231.55
0.51044,0.867,0.52134,7532OS,task,92.10191,510.44
0.26413,0.96439,0.38178,7532OS,task,92.38203,264.13
0.24702,0.89875,0.54835,7532OS,task,92.6461,247.02
0.231,0.83518,0.39637,7532OS,task,92.89303,231
0.46147,0.92314,0.48091,7532OS,task,93.51989,461.47
0.23077,0.92894,0.311,7532OS,task,93.76707,230.77
0.36186,0.92157,0.41538,7532OS,task,94.45914,361.86
0.26418,0.90685,0.52961,7532OS,task,94.74006,264.18
0.57727,0.92627,0.43269,7532OS,task,95.3334,577.27
0.61052,0.9614,0.48799,7532OS,task,95.96001,610.52
0.41211,0.85453,0.45955,7532OS,task,96.38903,412.11
