FixationDurationInS,BPOGX,BPOGY,Participant,AOIName,TIME(2019/03/11 10:07:38.252),FixationDuration
0.32983,0.86046,0.22182,7532OS,task,826.12836,329.83
0.11542,0.81754,0.17032,7532OS,task,826.26019,115.42
0.28076,0.91313,0.30307,7532OS,task,826.70593,280.76
0.26367,0.82267,0.33672,7532OS,task,826.98547,263.67
0.64349,0.82297,0.28659,7532OS,task,827.64526,643.49
0.34644,0.86187,0.3386,7532OS,task,828.0083,346.44
0.67578,0.901,0.28295,7532OS,task,828.70044,675.78
0.28009,0.81672,0.3336,7532OS,task,828.99725,280.09
0.39532,0.91004,0.34698,7532OS,task,829.40936,395.32
0.75897,0.80771,0.38293,7532OS,task,830.18445,758.97
0.31335,0.9095,0.40024,7532OS,task,830.5141,313.35
0.70825,0.90923,0.37173,7532OS,task,831.23901,708.25
0.3468,0.79336,0.41734,7532OS,model,831.6026,346.8
0.44531,0.84051,0.39831,7532OS,task,832.0639,445.31
0.70898,0.82932,0.45081,7532OS,task,832.78937,708.98
0.31293,0.88796,0.41977,7532OS,task,833.11896,312.93
0.46118,0.83028,0.44864,7532OS,task,833.59735,461.18
0.56079,0.88559,0.41914,7532OS,task,834.17419,560.79
1.28595,0.82589,0.45799,7532OS,task,835.47681,1285.95
0.59399,0.88903,0.41532,7532OS,task,836.08746,593.99
0.32977,0.87094,0.42302,7532OS,task,836.73004,329.77
0.23053,0.83365,0.20739,7532OS,task,836.97693,230.53
0.28107,0.81973,0.11408,7532OS,task,837.32379,281.07
0.34717,0.80381,0.19015,7532OS,task,837.68683,347.17
0.47845,0.83223,0.21667,7532OS,task,838.18146,478.45
1.78082,0.879,0.23086,7532OS,task,839.97821,1780.82
0.47803,0.85725,0.12978,7532OS,task,840.47308,478.03
0.72498,0.93511,0.14054,7532OS,task,841.21436,724.98
0.32953,0.82884,0.21249,7532OS,task,841.5611,329.53
0.5611,0.899,0.19898,7532OS,task,842.13831,561.1
0.42902,0.82814,0.20897,7532OS,task,842.58362,429.02
0.46198,0.8724,0.24627,7532OS,task,843.06146,461.98
0.34619,0.94137,0.23062,7532OS,task,843.42413,346.19
0.51172,0.90475,0.21933,7532OS,task,843.95221,511.72
0.57635,0.90303,0.25722,7532OS,task,844.54492,576.35
0.3291,0.94266,0.25301,7532OS,task,844.89111,329.1
0.42932,0.81413,0.2288,7532OS,task,845.33704,429.32
0.41223,0.85941,0.16504,7532OS,task,845.76532,412.23
0.23065,0.877,0.3092,7532OS,task,846.01263,230.65
0.39606,0.88733,0.35525,7532OS,task,846.42505,396.06
0.21411,0.94435,0.14909,7532OS,task,846.65521,214.11
0.21472,0.35917,0.25528,7532OS,text,846.8869,214.72
0.27985,0.20801,0.16059,7532OS,text,847.3316,279.85
0.29694,0.47663,0.11484,7532OS,model,847.69476,296.94
0.24725,0.86054,0.46748,7532OS,task,848.40332,247.25
0.41199,0.90168,0.48285,7532OS,task,848.83167,411.99
0.37952,0.80543,0.51385,7532OS,task,849.22772,379.52
0.54449,0.81612,0.44127,7532OS,task,849.78845,544.49
0.57709,0.81264,0.41719,7532OS,task,850.3822,577.09
0.51074,0.81667,0.1548,7532OS,task,850.95868,510.74
0.51062,0.84572,0.11595,7532OS,task,851.48633,510.62
0.42963,0.83782,0.17255,7532OS,task,851.93237,429.63
0.31311,0.80173,0.3209,7532OS,task,852.26208,313.11
0.4458,0.85462,0.14025,7532OS,task,852.72345,445.8
0.34589,0.89384,0.14797,7532OS,task,853.08582,345.89
0.64325,0.86932,0.22293,7532OS,task,853.74591,643.25
0.32971,0.82836,0.33463,7532OS,task,854.09125,329.71
0.80823,0.85594,0.25941,7532OS,task,854.91644,808.23
0.84125,0.82227,0.33237,7532OS,task,855.77417,841.25
0.75818,0.87208,0.31395,7532OS,task,856.54828,758.18
0.32941,0.89381,0.23631,7532OS,task,856.89453,329.41
0.59393,0.94668,0.32441,7532OS,task,857.50476,593.93
0.29688,0.80209,0.30705,7532OS,task,857.81775,296.88
0.37958,0.84044,0.32452,7532OS,task,858.26367,379.58
0.52771,0.91715,0.33355,7532OS,task,858.80762,527.71
0.28107,0.81927,0.32789,7532OS,task,859.10455,281.07
0.41223,0.89504,0.36375,7532OS,task,859.53302,412.23
0.47839,0.9342,0.40018,7532OS,task,860.02765,478.39
0.37988,0.83895,0.33307,7532OS,task,860.42322,379.88
0.47906,0.88987,0.34111,7532OS,task,860.91827,479.06
0.37878,0.93374,0.39606,7532OS,task,861.31329,378.78
0.70911,0.84957,0.3693,7532OS,task,862.03925,709.11
0.49518,0.81608,0.54048,7532OS,task,862.55023,495.18
0.3136,0.90443,0.62269,7532OS,task,862.92963,313.6
0.52722,0.85392,0.58853,7532OS,task,863.47333,527.22
0.31323,0.90249,0.55119,7532OS,task,863.80334,313.23
0.39557,0.83431,0.59143,7532OS,task,864.21545,395.57
