FixationDurationInS,BPOGX,BPOGY,Participant,AOIName,TIME(2018/10/26 16:24:10.124),FixationDuration
0.47803,0.86329,0.10973,12345678,task,814.18982,478.03
0.59277,0.91474,0.0434,12345678,task,814.79944,592.77
0.29639,0.87163,-0.04907,12345678,task,815.11316,296.39
0.36279,0.10151,0.19582,12345678,text,815.98718,362.79
0.33057,0.91138,0.04537,12345678,task,817.22424,330.57
0.19775,0.94226,0.1215,12345678,task,819.87781,197.75
0.24683,0.8483,0.10106,12345678,task,820.60339,246.83
0.06567,0.75738,0.10145,12345678,model,820.88367,65.67
0.13232,0.65725,0.10121,12345678,model,821.13147,132.32
0.1814,0.94796,0.12382,12345678,task,821.52722,181.4
0.47778,0.86712,0.16755,12345678,task,822.81287,477.78
0.37915,0.92229,0.14595,12345678,task,823.20837,379.15
0.34668,0.876,0.14323,12345678,task,823.57166,346.68
0.5769,0.95013,0.16993,12345678,task,824.16516,576.9
0.26416,0.87075,0.17838,12345678,task,824.44592,264.16
0.09888,0.86747,0.18051,12345678,task,824.56091,98.88
1.302,0.87465,0.13317,12345678,task,826.32434,1302
0.24805,0.90309,0.03257,12345678,task,826.58923,248.05
0.24707,0.83746,0.08214,12345678,task,827.7428,247.07
0.29688,0.89267,0.10316,12345678,task,828.10608,296.88
0.56079,0.4148,0.31591,12345678,model,829.55676,560.79
0.52734,0.48091,-0.08327,12345678,model,831.88147,527.34
0.16455,0.46155,-0.05216,12345678,model,832.06262,164.55
0.14819,0.34056,0.18412,12345678,text,834.40393,148.19
0.18164,0.99264,-0.05915,12345678,task,834.65173,181.64
0.36255,0.94927,0.10194,12345678,task,835.17883,362.55
0.36279,0.96609,0.16876,12345678,task,835.55774,362.79
0.36328,0.89492,0.02856,12345678,task,836.54749,363.28
0.39551,0.86765,0.17036,12345678,task,836.95984,395.51
0.28076,0.82224,0.11765,12345678,task,837.25696,280.76
0.06567,0.39106,0.03288,12345678,text,837.43787,65.67
0.39551,0.1949,0.07119,12345678,text,837.89978,395.51
0.26343,0.34995,0.04016,12345678,text,846.09363,263.43
0.26392,0.33252,0.06892,12345678,text,846.42371,263.92
0.16455,0.20913,0.09763,12345678,text,846.95105,164.55
0.24683,0.40706,0.0631,12345678,model,847.46228,246.83
0.13184,0.51618,0.01595,12345678,model,848.10559,131.84
0.39624,0.44137,-0.00381,12345678,model,848.81482,396.24
0.24805,0.55748,-0.03063,12345678,model,849.07874,248.05
0.18237,0.53609,-0.01939,12345678,model,852.73962,182.37
0.11499,0.15956,0.09197,12345678,text,854.50232,114.99
0.39575,0.34818,0.0792,12345678,text,855.80505,395.75
0.41235,0.34941,0.01693,12345678,text,856.67957,412.35
0.16528,0.30602,0.05097,12345678,text,862.1532,165.28
0.13159,0.38896,0.01373,12345678,text,862.35095,131.59
0.06592,0.26867,0.0518,12345678,text,868.76501,65.92
0.09863,0.36771,0.02057,12345678,text,868.88025,98.63
0.06592,0.37159,-0.64438,12345678,text,904.42859,65.92
0.13208,0.30466,0.2053,12345678,text,904.8241,132.08
0.2627,0.38067,-0.55497,12345678,text,905.30164,262.7
0.2312,0.86058,0.08604,12345678,task,948.17102,231.2
0.26465,0.83797,0.12051,12345678,task,948.50061,264.65
0.37939,0.69317,0.08954,12345678,model,948.89636,379.39
0.31299,0.74235,0.47098,12345678,model,949.22571,312.99
0.26367,0.70364,0.16118,12345678,model,950.89148,263.67
0.26416,0.6184,-0.41808,12345678,model,951.172,264.16
0.08276,0.90461,0.25775,12345678,task,956.56335,82.76
