FixationDurationInS,BPOGX,BPOGY,Participant,AOIName,TIME(2018/10/26 16:24:10.124),FixationDuration
0.11548,0.90945,0.22435,12345678,task,404.0531,115.48
0.3291,0.56675,-0.02114,12345678,model,411.35706,329.1
0.24756,0.30879,0.16059,12345678,text,411.62146,247.56
0.44507,0.33528,0.07902,12345678,text,412.18127,445.07
0.09888,0.36407,0.13782,12345678,text,412.29675,98.88
0.14868,0.41603,0.06046,12345678,model,412.85779,148.68
0.41235,0.45526,-0.02722,12345678,model,413.28601,412.35
0.46094,0.4817,-0.06388,12345678,model,413.76379,460.94
0.06665,0.5057,-0.07754,12345678,model,413.84753,66.65
0.19775,0.87288,0.08289,12345678,task,414.40735,197.75
0.24707,0.80818,0.17912,12345678,task,414.72058,247.07
0.24731,0.92045,0.08835,12345678,task,414.98499,247.31
0.28003,0.83187,0.08998,12345678,task,415.33069,280.03
0.28052,0.90705,0.06889,12345678,task,415.62781,280.52
0.31299,0.32722,0.26497,12345678,text,416.60022,312.99
0.24805,0.37389,0.12597,12345678,text,416.86487,248.05
0.39526,0.52081,-0.01104,12345678,model,417.62195,395.26
0.08276,0.42931,0.15513,12345678,model,417.86975,82.76
0.14844,0.521,0.02867,12345678,model,419.51917,148.44
0.24707,0.53364,0.03847,12345678,model,419.83191,247.07
0.14917,0.47687,0.16629,12345678,model,419.99695,149.17
0.06714,0.42063,0.28868,12345678,model,420.32727,67.14
0.13257,0.35282,0.09795,12345678,text,420.52502,132.57
0.11523,0.12147,0.13065,12345678,text,422.93152,115.23
0.36255,0.08589,0.13449,12345678,hierachy,423.45911,362.55
0.49463,0.09009,0.13185,12345678,hierachy,424.71252,494.63
0.75806,0.15787,0.13832,12345678,text,425.48718,758.06
1.20361,0.32239,0.13229,12345678,text,426.7074,1203.61
0.26392,0.03778,0.14461,12345678,hierachy,426.98792,263.92
0.49438,0.09677,0.14835,12345678,hierachy,427.54846,494.38
0.29712,0.16049,0.14594,12345678,text,428.24133,297.12
0.09937,0.15494,0.13339,12345678,text,428.35632,99.37
0.31396,0.2573,0.10389,12345678,text,430.41785,313.96
0.28101,0.11698,0.11764,12345678,text,430.71497,281.01
0.31348,0.17395,0.10434,12345678,text,431.04382,313.48
0.89038,0.2812,0.10627,12345678,text,431.95081,890.38
0.23145,0.12001,0.11784,12345678,text,432.19836,231.45
0.32983,0.17288,0.0976,12345678,text,432.54431,329.83
0.08252,0.93861,0.23961,12345678,task,434.77014,82.52
0.23169,0.95165,0.09234,12345678,task,436.41907,231.69
0.13306,0.97027,0.09864,12345678,task,437.11194,133.06
0.31396,0.12612,0.12297,12345678,text,440.65686,313.96
0.4624,0.19439,0.12164,12345678,text,441.13489,462.4
0.34619,0.17502,0.11267,12345678,text,441.49768,346.19
0.36206,0.20887,0.08735,12345678,text,443.01331,362.06
0.2478,0.26066,0.08661,12345678,text,443.2782,247.8
0.39526,0.16336,0.09114,12345678,text,444.5802,395.26
0.52783,0.25718,0.09409,12345678,text,445.42151,527.83
0.56128,0.25822,0.10282,12345678,text,445.9989,561.28
0.28125,0.26816,0.07516,12345678,text,447.5321,281.25
0.42896,0.22487,0.09676,12345678,text,447.97693,428.96
0.09888,0.27382,0.08472,12345678,text,448.09241,98.88
0.29712,0.24741,0.08122,12345678,text,450.33484,297.12
0.26367,0.16888,0.0907,12345678,text,450.61511,263.67
0.27954,0.13656,0.11097,12345678,text,450.91101,279.54
0.31421,0.15088,0.1118,12345678,text,451.24182,314.21
0.29663,0.2588,0.0907,12345678,text,453.78064,296.63
0.28027,0.41163,0.04621,12345678,model,454.22595,280.27
0.18164,0.29605,0.07091,12345678,text,454.42371,181.64
0.06641,0.4687,0.02858,12345678,model,454.65515,66.41
0.08276,0.265,0.07472,12345678,text,455.09949,82.76
0.13208,0.17059,0.09141,12345678,text,456.38586,132.08
0.08301,0.29254,0.08314,12345678,text,457.07849,83.01
0.08252,0.27038,0.10009,12345678,text,457.37512,82.52
0.0835,0.19385,0.07516,12345678,text,457.7218,83.5
0.13208,0.28834,0.07355,12345678,text,458.61169,132.08
0.33032,0.17976,0.09563,12345678,text,459.10657,330.32
0.08252,0.23163,0.07991,12345678,text,459.2052,82.52
1.02173,0.15296,0.10498,12345678,text,461.82629,1021.73
0.08276,0.79869,0.0728,12345678,model,462.22278,82.76
0.28027,0.19908,0.08861,12345678,text,464.59631,280.27
0.14868,0.39024,0.03434,12345678,text,464.7616,148.68
0.24634,0.23348,0.08828,12345678,text,465.42053,246.34
0.19824,0.35046,0.04723,12345678,text,466.32825,198.24
0.24707,0.37767,0.03453,12345678,text,466.59192,247.07
0.11548,0.23512,0.08247,12345678,text,466.87219,115.48
0.18213,0.35586,0.04702,12345678,text,467.16931,182.13
0.14795,0.0275,0.11697,12345678,hierachy,467.53088,147.95
0.42896,0.0395,0.11479,12345678,hierachy,469.60925,428.96
0.23022,0.18327,0.08656,12345678,text,475.69226,230.22
0.4126,0.34125,0.06752,12345678,text,479.38684,412.6
0.13257,0.32355,0.05347,12345678,text,479.68372,132.57
0.1814,0.27055,0.08302,12345678,text,480.02942,181.4
0.19873,0.36921,0.06349,12345678,text,483.80554,198.73
0.16553,0.27215,0.10456,12345678,text,484.23425,165.53
0.47852,0.33792,0.11061,12345678,text,485.71814,478.52
0.89038,0.16229,0.09619,12345678,text,495.87415,890.38
0.51074,0.17861,0.10355,12345678,text,496.74792,510.74
0.22974,0.08971,0.10186,12345678,hierachy,497.14319,229.74
0.14844,0.09798,0.11286,12345678,hierachy,497.50671,148.44
1.00586,0.31101,0.07435,12345678,text,503.47522,1005.86
0.14844,0.20472,0.10823,12345678,text,503.64001,148.44
0.2478,0.34641,0.25509,12345678,text,509.54285,247.8
0.19775,0.35145,0.18321,12345678,text,509.7572,197.75
0.24707,0.78378,0.04589,12345678,model,511.90027,247.07
0.23096,0.81882,0.09866,12345678,task,512.19666,230.96
0.19824,0.54903,-0.43821,12345678,model,512.82385,198.24
0.3457,0.76579,0.05355,12345678,model,513.48303,345.7
