FixationDurationInS,BPOGX,BPOGY,Participant,AOIName,TIME(2018/10/26 16:24:10.124),FixationDuration
0.39844,0.14543,0.24999,1234567,text,587.12305,398.44
0.95703,0.2212,0.35405,1234567,text,588.14258,957.03
0.37891,0.22942,0.37092,1234567,text,588.53711,378.91
0.34375,0.18536,0.37845,1234567,text,588.90039,343.75
0.11719,0.18226,0.38851,1234567,text,589.0332,117.19
0.34766,0.39307,0.10918,1234567,text,589.5957,347.66
0.46094,0.29379,0.14033,1234567,text,590.07227,460.94
0.75781,0.38991,0.1134,1234567,text,590.8457,757.81
0.32813,0.41271,0.10916,1234567,model,591.19336,328.13
0.36328,0.71215,0.24378,1234567,model,591.7207,363.28
0.28125,0.71293,0.15034,1234567,model,592.06836,281.25
0.23047,0.7381,0.04611,1234567,model,592.31445,230.47
0.19922,0.55201,0.6677,1234567,model,592.5293,199.22
0.28125,0.80632,0.16273,1234567,task,592.97461,281.25
0.28125,0.68192,0.23144,1234567,model,593.27148,281.25
0.21484,0.69087,0.15214,1234567,model,595.08398,214.84
0.24609,0.61105,0.29604,1234567,model,595.99023,246.09
0.35938,0.82103,0.61429,1234567,task,596.36914,359.38
0.08203,0.57669,0.36401,1234567,model,597.75586,82.03
0.16406,0.23456,0.15366,1234567,text,598.43164,164.06
0.21484,0.88783,0.20553,1234567,task,598.81055,214.84
0.42578,0.38984,0.1979,1234567,text,599.65039,425.78
0.26172,0.45426,0.33851,1234567,model,599.93164,261.72
0.24609,0.238,0.29109,1234567,text,600.24414,246.09
0.28125,0.36313,0.29356,1234567,text,600.5918,281.25
0.23438,0.30621,0.25512,1234567,text,601.68164,234.38
0.54297,0.29139,0.27404,1234567,text,602.24023,542.97
0.3125,0.22568,0.36161,1234567,text,602.56836,312.5
0.36328,0.34809,0.35706,1234567,text,602.95117,363.28
0.36328,0.37823,0.43566,1234567,text,603.33008,363.28
0.05078,0.32559,0.35072,1234567,text,603.64258,50.78
0.34766,0.54364,0.29595,1234567,model,604.89648,347.66
0.28125,0.82921,0.31068,1234567,task,605.19336,281.25
0.23438,0.47363,0.32344,1234567,model,605.78711,234.38
0.3125,0.89072,-0.14225,1234567,task,610.89648,312.5
0.37891,0.234,0.26431,1234567,text,616.05664,378.91
0.23438,0.28509,0.3072,1234567,text,616.30664,234.38
0.33203,0.25072,0.36982,1234567,text,617.19727,332.03
0.34375,0.39584,0.32279,1234567,text,617.70508,343.75
0.26563,0.28111,0.16,1234567,text,619.4707,265.63
0.48047,0.15142,0.24881,1234567,text,620.41211,480.47
0.23047,0.242,0.15484,1234567,text,650.97852,230.47
0.23047,0.88986,0.45209,1234567,task,667.05273,230.47
0.08203,0.10162,0.56338,1234567,text,672.49414,82.03
0.36328,0.6673,0.31649,1234567,model,696.81445,363.28
0.10156,0.75178,0.2688,1234567,model,696.98242,101.56
0.08203,0.82573,0.33645,1234567,task,699.35352,82.03
0.21484,0.66736,0.34892,1234567,model,700.82227,214.84
0.09766,0.57456,0.35939,1234567,model,701.08398,97.66
