FixationDurationInS,BPOGX,BPOGY,Participant,AOIName,TIME(2018/10/26 16:24:10.124),FixationDuration
0.09961,0.92495,0.26987,1234567,task,340.52734,99.61
0.09766,0.47063,0.0727,1234567,model,348.75391,97.66
0.26367,0.33126,0.25393,1234567,text,351.60742,263.67
0.23047,0.28949,0.24592,1234567,text,354.12891,230.47
0.36328,0.36844,0.30459,1234567,text,412.38086,363.28
0.09961,0.37819,0.45382,1234567,text,414.52539,99.61
0.31445,0.47437,0.15622,1234567,model,415.30078,314.45
0.3125,0.48381,0.09045,1234567,model,415.62891,312.5
0.29688,0.56456,0.09288,1234567,model,415.94336,296.88
0.29688,0.47389,0.14283,1234567,model,416.25586,296.88
0.60938,0.44448,0.12723,1234567,model,416.88281,609.38
0.28125,0.48462,0.13747,1234567,model,417.17969,281.25
0.09766,0.41721,0.16158,1234567,model,417.49219,97.66
0.06641,0.28258,0.29507,1234567,text,417.72461,66.41
0.21484,0.45502,0.11094,1234567,model,418.20117,214.84
0.26172,0.23384,0.21554,1234567,text,418.87695,261.72
0.2793,0.20691,-0.13971,1234567,text,419.17383,279.3
0.2793,0.24706,0.47039,1234567,text,421.59766,279.3
0.50977,0.18973,0.35674,1234567,text,422.125,509.77
0.08398,0.67351,0.37486,1234567,model,423.06641,83.98
0.18164,0.81175,0.33382,1234567,task,431.32617,181.64
0.08203,0.32914,0.14308,1234567,text,432.66211,82.03
0.26367,0.74746,0.34347,1234567,model,433.7832,263.67
0.24805,0.77981,0.32832,1234567,model,434.04688,248.05
0.23047,0.46887,-0.09598,1234567,model,436.66797,230.47
0.23047,0.76133,0.3113,1234567,model,436.91602,230.47
0.33008,0.87687,0.30858,1234567,task,437.31055,330.08
0.09961,0.89716,0.44415,1234567,task,438.66406,99.61
0.13281,0.6338,0.65387,1234567,model,441.87891,132.81
0.21484,0.74489,0.21183,1234567,model,442.40625,214.84
0.19922,0.8836,0.33301,1234567,task,442.66992,199.22
0.39453,0.98771,0.30926,1234567,task,443.08203,394.53
0.33008,0.75829,0.43139,1234567,model,443.62695,330.08
0.34766,0.86588,-0.06963,1234567,task,446.80859,347.66
0.19922,0.83147,0.26231,1234567,task,447.02344,199.22
0.46289,0.73269,0.33517,1234567,model,447.50195,462.89
