MEDIA_ID,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,CX,CY,CS,
0,0.16503,5,1,0.50081,0.19755,0.93958,0.01296,0,
0,0.18153,5,1,0.50806,0.20796,0.93958,0.01296,0,
0,0.19816,5,1,0.51236,0.21896,0.93958,0.01296,0,
0,0.21453,5,1,0.51236,0.21896,0.93958,0.01296,0,
0,0.23103,5,1,0.50158,0.21432,0.93958,0.01296,0,
0,0.24739,5,1,0.51637,0.21290,0.93958,0.01296,0,
0,0.26389,5,1,0.51710,0.21499,0.93958,0.01296,0,
0,0.28062,5,1,0.52699,0.19554,0.93958,0.01296,0,
0,0.28062,5,0,0.51504,0.21847,0.93958,0.01296,0,
0,0.28062,5,0,0.51504,0.21847,0.93958,0.01296,0,
0,0.28062,5,0,0.53159,0.20520,0.93958,0.01296,0,
0,0.04926,6,1,0.53294,0.21994,0.93958,0.01296,0,
0,0.06589,6,1,0.53294,0.21994,0.93958,0.01296,0,
0,0.08239,6,1,0.51038,0.22595,0.93958,0.01296,0,
0,0.09903,6,1,0.52881,0.24655,0.93958,0.01296,0,
0,0.11541,6,1,0.52881,0.24655,0.93958,0.01296,0,
0,0.13175,6,1,0.49209,0.22180,0.93958,0.01296,0,
0,0.14825,6,1,0.52515,0.20319,0.93958,0.01296,0,
0,0.16489,6,1,0.52431,0.20127,0.93958,0.01296,0,
0,0.18139,6,1,0.34017,0.25879,0.93958,0.01296,0,
0,0.19777,6,1,0.33825,0.25598,0.93958,0.01296,0,
0,0.21400,6,1,0.33458,0.26335,0.93958,0.01296,0,
0,0.23063,6,1,0.32239,0.25298,0.93958,0.01296,0,
0,0.24727,6,1,0.30137,0.24257,0.93958,0.01296,0,
0,0.24727,6,0,0.30137,0.24257,0.93958,0.01296,0,
0,0.24727,6,0,0.30468,0.24051,0.93958,0.01296,0,
0,0.24727,6,0,0.27415,0.23009,0.93906,0.01296,0,
0,0.24727,6,0,0.27949,0.22337,0.93906,0.01296,0,
0,0.24727,6,0,0.30699,0.23848,0.93854,0.01296,0,
0,0.24727,6,0,0.31485,0.22005,0.93854,0.01296,0,
0,0.04967,7,1,0.31281,0.22304,0.93750,0.01296,0,
0,0.06603,7,1,0.29467,0.20343,0.93750,0.01296,0,
0,0.08226,7,1,0.25382,0.24260,0.93646,0.01389,0,
0,0.09901,7,1,0.25382,0.24260,0.93646,0.01389,0,
0,0.11537,7,1,0.16546,0.24911,0.93490,0.01389,0,
0,0.13175,7,1,0.16898,0.20916,0.93490,0.01389,0,
0,0.14841,7,1,0.17295,0.20597,0.93177,0.01389,0,
0,0.16490,7,1,0.16344,0.20390,0.93177,0.01389,0,
0,0.18125,7,1,0.18721,0.21527,0.92552,0.01667,0,
0,0.19763,7,1,0.18721,0.21527,0.92552,0.01667,0,
0,0.21410,7,1,0.17060,0.16982,0.91823,0.01759,0,
0,0.23087,7,1,0.16331,0.21005,0.91823,0.01759,0,
0,0.23087,7,0,0.16331,0.21005,0.89844,0.02130,0,
0,0.23087,7,0,0.16477,0.16781,0.86458,0.03148,0,
0,0.23087,7,0,0.15033,0.15524,0.86458,0.03148,0,
0,0.04965,8,1,0.15416,0.15314,0.82813,0.04074,0,
0,0.06602,8,1,0.15859,0.15040,0.82813,0.04074,0,
0,0.08264,8,1,0.18421,0.14653,0.78073,0.04722,0,
0,0.09901,8,1,0.18421,0.14653,0.78073,0.04722,0,
0,0.11538,8,1,0.08551,0.11361,0.67552,0.05741,0,
0,0.13203,8,1,0.07808,0.10173,0.67552,0.05741,0,
0,0.14853,8,1,0.07334,0.10310,0.53542,0.06296,0,
0,0.16489,8,1,0.06602,0.07837,0.53542,0.06296,0,
0,0.18153,8,1,0.08924,0.10518,0.40417,0.06852,0,
0,0.19792,8,1,0.08924,0.10518,0.40417,0.06852,0,
0,0.21428,8,1,0.06573,0.10787,0.31771,0.07407,0,
0,0.23102,8,1,0.05657,0.12689,0.31771,0.07407,0,
0,0.24753,8,1,0.05657,0.12689,0.20208,0.09444,0,
0,0.24753,8,0,0.09268,0.07729,0.20208,0.09444,0,
0,0.24753,8,0,0.06941,0.10974,0.14375,0.12593,0,
0,0.24753,8,0,0.06941,0.10974,0.11198,0.15000,0,
0,0.04949,9,1,0.07530,0.10738,0.11198,0.15000,0,
0,0.06601,9,1,0.03553,0.12562,0.07552,0.17778,0,
0,0.08234,9,1,0.03553,0.12562,0.07552,0.17778,0,
0,0.09899,9,1,0.05578,0.10183,0.04688,0.19537,0,
0,0.11536,9,1,0.06512,0.09490,0.04688,0.19537,0,
0,0.13197,9,1,0.06512,0.09490,0.02656,0.20370,0,
0,0.14836,9,1,0.07821,0.08679,0.02656,0.20370,0,
0,0.16473,9,1,0.06653,0.11806,0.01406,0.20648,0,
0,0.18149,9,1,0.06653,0.11806,0.01406,0.20648,0,
0,0.19771,9,1,0.05738,0.10182,0.01094,0.20833,0,
0,0.21436,9,1,0.04252,0.13629,0.01094,0.20833,0,
0,0.23086,9,1,0.03684,0.13850,0.01042,0.20833,0,
0,0.24723,9,1,0.02174,0.13421,0.01042,0.20833,0,
0,0.26400,9,1,0.01303,0.13576,0.00990,0.20833,0,
0,0.28023,9,1,0.01303,0.13576,0.00990,0.20833,0,
0,0.29688,9,1,0.03473,0.09079,0.00990,0.20833,0,
0,0.31337,9,1,0.03407,0.10828,0.00990,0.20833,0,
0,0.32960,9,1,0.03975,0.10663,0.00885,0.20741,0,
0,0.34676,9,1,0.03976,0.12007,0.00885,0.20741,0,
0,0.36274,9,1,0.04186,0.09377,0.00781,0.19907,0,
0,0.37949,9,1,0.02993,0.09676,0.00625,0.18796,0,
0,0.39560,9,1,0.03059,0.12702,0.00625,0.18796,0,
0,0.41211,9,1,-0.00183,0.11264,0.00417,0.17130,0,
0,0.42860,9,1,-0.00183,0.11264,0.00417,0.17130,0,
0,0.44536,9,1,0.00566,0.14593,0.00365,0.16111,0,
0,0.46162,9,1,0.00648,0.11935,0.00365,0.16111,0,
0,0.47840,9,1,0.01909,0.11540,0.00365,0.14444,0,
0,0.49487,9,1,0.04771,0.13771,0.00365,0.14444,0,
0,0.51125,9,1,0.06755,0.15101,0.00365,0.12037,0,
0,0.52759,9,1,0.06755,0.15101,0.00365,0.12037,0,
0,0.54450,9,1,0.04974,0.08904,0.00365,0.10093,0,
0,0.56048,9,1,0.05926,0.11432,0.00365,0.10093,0,
0,0.57724,9,1,0.05926,0.11432,0.00208,0.08981,0,
0,0.59362,9,1,0.04607,0.14475,0.00208,0.08981,0,
0,0.60998,9,1,0.03785,0.09112,0.00104,0.08519,0,
0,0.62648,9,1,0.03785,0.09112,0.00104,0.08519,0,
0,0.64314,9,1,0.05064,0.11405,0.00052,0.08148,0,
0,0.65947,9,1,0.04332,0.10170,0.00052,0.08148,0,
0,0.67662,9,1,0.04332,0.10170,0.00052,0.08056,0,
0,0.69251,9,1,0.01989,0.09000,0.00052,0.08056,0,
0,0.70900,9,1,0.02387,0.08579,0.00052,0.08056,0,
0,0.72562,9,1,0.02387,0.08579,0.00000,0.07870,0,
0,0.74198,9,1,0.04309,0.13768,0.00000,0.07870,0,
0,0.75848,9,1,0.03553,0.12053,0.00000,0.07685,0,
0,0.77499,9,1,0.04073,0.11881,0.00000,0.07685,0,
0,0.79135,9,1,0.04538,0.13629,0.00000,0.07407,0,
0,0.80785,9,1,0.01963,0.12204,0.00000,0.07407,0,
0,0.82448,9,1,0.01963,0.12204,0.00000,0.07315,0,
0,0.84085,9,1,0.02821,0.05393,0.00000,0.07315,0,
0,0.85748,9,1,-0.00390,0.06952,0.00000,0.07222,0,
0,0.87412,9,1,-0.00390,0.06952,0.00000,0.07222,0,
0,0.89048,9,1,0.02577,0.13928,0.00000,0.07037,0,
0,0.90700,9,1,0.03125,0.14438,0.00000,0.07037,0,
0,0.92323,9,1,0.03125,0.14438,0.00000,0.07037,0,
0,0.94000,9,1,0.01924,0.15141,0.00000,0.07037,0,
0,0.95660,9,1,0.01262,0.10739,0.00000,0.07037,0,
0,0.97288,9,1,0.01262,0.10739,0.00000,0.07037,0,
0,0.98923,9,1,0.04104,0.10862,0.00000,0.07037,0,
0,1.00600,9,1,0.00392,0.12888,0.00000,0.07037,0,
0,1.02247,9,1,0.00972,0.12690,0.00000,0.07037,0,
0,1.03872,9,1,-0.00370,0.14297,0.00000,0.07037,0,
0,1.05537,9,1,0.05291,0.12925,0.00000,0.07037,0,
0,1.07200,9,1,0.05768,0.12749,0.00000,0.07037,0,
0,1.08826,9,1,0.05187,0.12371,0.00000,0.07037,0,
0,1.10501,9,1,0.03249,0.08917,0.00000,0.07037,0,
0,1.12124,9,1,0.03765,0.08799,0.00000,0.07037,0,
0,1.13761,9,1,0.02580,0.13705,0.00000,0.07130,0,
0,1.15437,9,1,0.05981,0.14501,0.00000,0.07130,0,
0,1.17060,9,1,0.05981,0.14501,0.00000,0.07130,0,
0,1.18695,9,1,0.01468,0.15414,0.00000,0.07130,0,
0,1.20377,9,1,0.02238,0.15148,0.00000,0.07407,0,
0,1.22035,9,1,0.02730,0.14941,0.00000,0.07593,0,
0,1.23660,9,1,0.02628,0.13273,0.00000,0.07593,0,
0,1.25309,9,1,0.05347,0.12980,0.00000,0.07593,0,
0,1.26961,9,1,0.05347,0.12980,0.00000,0.07593,0,
0,1.28609,9,1,0.01886,0.14926,0.00000,0.07593,0,
0,1.30274,9,1,0.01332,0.17362,0.00000,0.07593,0,
0,1.30274,9,0,0.00822,0.17610,0.00000,0.07685,0,
0,1.30274,9,0,-0.04420,0.22857,0.00000,0.07685,0,
0,1.30274,9,0,0.00536,-2.23545,0.00000,0.07685,0,
0,1.30274,9,0,0.00536,-2.23545,0.00000,0.07685,0,
0,1.30274,9,0,-0.04021,0.24105,0.00000,0.07685,0,
0,1.30274,9,0,-0.02376,0.18064,0.00000,0.07685,0,
0,1.30274,9,0,-0.01830,0.17803,0.00000,0.07685,0,
0,1.30274,9,0,0.00080,0.25452,0.00000,0.07685,0,
0,1.30274,9,0,-0.01922,0.19801,0.00000,0.07685,0,
0,0.04935,10,1,-0.00849,0.19232,0.00000,0.07685,0,
0,0.06599,10,1,0.01752,0.16008,0.00000,0.07685,0,
0,0.08222,10,1,-0.01164,0.21546,0.00000,0.07685,0,
0,0.09899,10,1,-0.00635,0.21235,0.00000,0.07685,0,
0,0.11546,10,1,-0.00502,0.18127,0.00000,0.07685,0,
0,0.13203,10,1,-0.01982,0.20912,0.00000,0.07685,0,
0,0.14833,10,1,-0.01982,0.20912,0.00000,0.07685,0,
0,0.16485,10,1,-0.00637,0.15496,0.00052,0.07685,0,
0,0.18121,10,1,0.02784,0.13636,0.00052,0.07685,0,
0,0.19771,10,1,0.02299,0.13821,0.00052,0.07685,0,
0,0.21423,10,1,0.00413,0.18070,0.00104,0.07685,0,
0,0.23072,10,1,0.01297,0.13459,0.00104,0.07685,0,
0,0.24749,10,1,0.00811,0.13637,0.00156,0.07685,0,
0,0.26358,10,1,0.00901,0.17360,0.00156,0.07685,0,
0,0.28047,10,1,0.00473,0.15187,0.00156,0.07685,0,
0,0.29675,10,1,0.00473,0.15187,0.00156,0.07685,0,
0,0.31337,10,1,0.00469,0.13528,0.00156,0.07685,0,
0,0.32959,10,1,0.01619,0.09804,0.00156,0.07685,0,
0,0.32959,10,0,0.01619,0.09804,0.00156,0.07685,0,
0,0.32959,10,0,0.00307,0.08709,0.00156,0.07685,0,
0,0.32959,10,0,0.00466,0.15144,0.00156,0.07685,0,
0,0.04940,11,1,-0.00069,0.15366,0.00156,0.07685,0,
0,0.06590,11,1,0.00690,0.09678,0.00156,0.07685,0,
0,0.08226,11,1,0.01140,0.13921,0.00156,0.07685,0,
0,0.09928,11,1,0.01140,0.13921,0.00156,0.07685,0,
0,0.11514,11,1,0.00367,0.10418,0.00156,0.07685,0,
0,0.13190,11,1,0.02146,0.12023,0.00156,0.07685,0,
0,0.14826,11,1,0.03118,0.11709,0.00156,0.07685,0,
0,0.16504,11,1,0.02353,0.13029,0.00156,0.07685,0,
0,0.18127,11,1,0.01885,0.14251,0.00156,0.07685,0,
0,0.19800,11,1,0.01885,0.14251,0.00156,0.07685,0,
0,0.21413,11,1,0.03257,0.12606,0.00156,0.07685,0,
0,0.23063,11,1,0.03097,0.09906,0.00156,0.07685,0,
0,0.24712,11,1,0.02633,0.10027,0.00156,0.07685,0,
0,0.26348,11,1,0.02043,0.11207,0.00156,0.07685,0,
0,0.28028,11,1,0.01967,0.12437,0.00156,0.07685,0,
0,0.29689,11,1,0.01967,0.12437,0.00156,0.07685,0,
0,0.31313,11,1,0.03288,0.09738,0.00156,0.07685,0,
0,0.32990,11,1,0.03361,0.13716,0.00156,0.07685,0,
0,0.34642,11,1,0.03361,0.13716,0.00156,0.07685,0,
0,0.36250,11,1,0.04138,0.10224,0.00156,0.07685,0,
0,0.37914,11,1,0.03549,0.08119,0.00104,0.07500,0,
0,0.39577,11,1,0.04002,0.08027,0.00052,0.07407,0,
0,0.41225,11,1,0.02898,0.13015,0.00052,0.07407,0,
0,0.42850,11,1,0.02360,0.12541,0.00000,0.07315,0,
0,0.44501,11,1,0.02360,0.12541,0.00000,0.07315,0,
0,0.46164,11,1,0.01513,0.11697,0.00000,0.07315,0,
0,0.47813,11,1,0.01861,0.12850,0.00000,0.07315,0,
0,0.49478,11,1,0.01382,0.13018,0.00000,0.07315,0,
0,0.51101,11,1,0.02700,0.12663,0.00000,0.07315,0,
0,0.52750,11,1,0.01283,0.17104,0.00000,0.07315,0,
0,0.54388,11,1,0.01283,0.17104,0.00000,0.07315,0,
0,0.56038,11,1,0.04772,0.12234,0.00000,0.07315,0,
0,0.57687,11,1,0.01831,0.14228,0.00000,0.07315,0,
0,0.59404,11,1,0.01831,0.14228,0.00000,0.07315,0,
0,0.60989,11,1,0.02508,0.13597,0.00000,0.07315,0,
0,0.62654,11,1,0.02380,0.16737,0.00000,0.07315,0,
0,0.64288,11,1,0.02380,0.16737,0.00000,0.07315,0,
0,0.65952,11,1,0.02005,0.16118,0.00000,0.07315,0,
0,0.67588,11,1,0.01253,0.09229,0.00000,0.07315,0,
0,0.69254,11,1,0.01731,0.09118,0.00000,0.07315,0,
0,0.70873,11,1,0.02731,0.13607,0.00000,0.07315,0,
0,0.72529,11,1,0.05509,0.12837,0.00000,0.07315,0,
0,0.74191,11,1,0.05509,0.12837,0.00000,0.07315,0,
0,0.75826,11,1,0.04414,0.08657,0.00000,0.07315,0,
0,0.77502,11,1,0.02286,0.17231,0.00000,0.07315,0,
0,0.79152,11,1,0.01286,0.17724,0.00000,0.07315,0,
0,0.80804,11,1,0.03838,0.11397,0.00000,0.07315,0,
0,0.82413,11,1,0.01511,0.12826,0.00000,0.07315,0,
0,0.84089,11,1,0.01511,0.12826,0.00000,0.07315,0,
0,0.85726,11,1,0.01511,0.12826,0.00000,0.07315,0,
0,0.87376,11,1,0.01511,0.12826,0.00000,0.07315,0,
0,0.89029,11,1,0.01511,0.12826,0.00000,0.07315,0,
0,0.89029,11,0,0.01511,0.12826,0.00000,0.07315,0,
0,0.89029,11,0,0.01511,0.12826,0.00000,0.07315,0,
0,0.89029,11,0,0.01511,0.12826,0.00000,0.07315,0,
0,0.89029,11,0,0.01511,0.12826,0.00000,0.07315,0,
0,0.89029,11,0,0.01511,0.12826,0.00000,0.07315,0,
0,0.89029,11,0,0.01511,0.12826,0.00000,0.07315,0,
0,0.89029,11,0,0.01511,0.12826,0.00000,0.07315,0,
0,0.89029,11,0,0.01511,0.12826,0.00000,0.07315,0,
0,0.89029,11,0,0.01511,0.12826,0.00000,0.07315,0,
0,0.89029,11,0,0.01511,0.12826,0.00000,0.07315,0,
0,0.89029,11,0,0.01511,0.12826,0.00000,0.07315,0,
0,0.89029,11,0,0.01511,0.12826,0.00000,0.07315,0,
0,0.89029,11,0,0.01511,0.12826,0.00000,0.07315,0,
0,0.89029,11,0,0.01511,0.12826,0.00000,0.07315,0,
0,0.89029,11,0,0.01511,0.12826,0.00000,0.07315,0,
0,0.89029,11,0,0.01511,0.12826,0.00000,0.07315,0,
0,0.89029,11,0,0.03728,0.08644,0.00000,0.07315,0,
0,0.89029,11,0,0.04179,0.08545,0.00000,0.07315,0,
0,0.89029,11,0,0.02283,0.13757,0.00000,0.07315,0,
0,0.89029,11,0,0.04460,0.13603,0.00000,0.07315,0,
0,0.89029,11,0,0.04460,0.13603,0.00000,0.07315,0,
0,0.04898,12,1,0.02016,0.11262,0.00000,0.07315,0,
0,0.06535,12,1,0.02698,0.11376,0.00000,0.07315,0,
0,0.08212,12,1,0.02228,0.11520,0.00000,0.07315,0,
0,0.09935,12,1,0.01810,0.13303,0.00000,0.07315,0,
