FixationDurationInS,BPOGX,BPOGY,Participant,AOIName,TIME(2018/10/26 16:24:10.124),FixationDuration
0.8407,0.87586,0.41175,12345,task,1199.48413,840.7
0.89099,0.87106,0.37779,12345,task,1200.39099,890.99
0.57715,0.8077,0.41702,12345,task,1200.98462,577.15
0.72571,0.84896,0.41492,12345,task,1201.72681,725.71
1.18665,0.83586,0.40642,12345,task,1202.92957,1186.65
0.9563,0.86671,0.45823,12345,task,1203.90295,956.3
0.82458,0.88622,0.44964,12345,task,1204.74341,824.58
0.64343,0.8432,0.46624,12345,task,1205.40356,643.43
1.0553,0.81458,0.53837,12345,task,1206.47522,1055.3
0.26379,0.80836,0.57645,12345,task,1206.75525,263.79
0.0824,0.46334,0.49517,12345,model,1207.00269,82.4
0.19788,0.29646,4.34781,12345,text,1209.08008,197.88
0.26331,0.00395,1.20331,12345,hierachy,1211.48694,263.31
0.32971,0.00998,1.25545,12345,hierachy,1212.77356,329.71
0.08264,0.22452,1.21752,12345,text,1212.87256,82.64
0.23096,0.00127,1.21535,12345,hierachy,1213.26758,230.96
0.28003,0.00796,1.2781,12345,hierachy,1213.61389,280.03
0.04956,0.36689,4.05502,12345,text,1213.7793,49.56
0.19763,0.44393,4.14035,12345,model,1214.14136,197.63
0.23108,0.29407,1.0282,12345,text,1214.98254,231.08
0.19836,0.14459,0.91705,12345,text,1215.19739,198.36
0.24792,0.24133,0.97756,12345,text,1215.5105,247.92
0.32983,0.02288,0.99952,12345,hierachy,1216.2356,329.83
0.31372,0.0177,1.00127,12345,hierachy,1216.56555,313.72
0.51135,0.05505,0.94378,12345,hierachy,1217.09302,511.35
0.44519,0.20081,1.01993,12345,text,1217.55493,445.19
0.11487,0.15783,1.08923,12345,text,1217.6864,114.87
0.42871,0.2016,1.26873,12345,text,1218.23096,428.71
0.31299,0.0763,0.9386,12345,hierachy,1218.70923,312.99
0.44507,0.1824,0.99179,12345,text,1222.68225,445.07
0.198,0.15781,0.4895,12345,text,1224.3479,198
0.79138,0.21212,0.48017,12345,text,1225.20532,791.38
0.49426,0.24143,0.48631,12345,text,1225.71643,494.26
0.18152,0.25598,0.53766,12345,text,1225.91455,181.52
0.26306,0.17198,0.82019,12345,text,1226.29309,263.06
0.39551,0.16207,0.72767,12345,text,1226.85376,395.51
