FixationDurationInS,BPOGX,BPOGY,Participant,AOIName,TIME(2018/10/26 16:24:10.124),FixationDuration
0.60983,0.79764,0.30268,12345,model,27.53519,609.83
0.06641,0.80284,0.28414,12345,task,27.61815,66.41
0.21436,0.81599,0.12116,12345,task,28.14557,214.36
0.9897,0.87587,0.19561,12345,task,29.15164,989.7
0.31328,0.88999,0.35865,12345,task,29.77788,313.28
0.49477,0.68516,0.36156,12345,model,30.28885,494.77
0.57722,0.42948,0.34029,12345,model,30.93219,577.22
0.23099,0.83421,0.30166,12345,task,31.22899,230.99
0.19772,0.26971,0.09889,12345,text,32.16899,197.72
0.19872,0.84261,0.2167,12345,task,32.66338,198.72
0.0826,0.80693,0.2339,12345,task,32.81142,82.6
0.23064,0.8665,0.58122,12345,task,33.45435,230.64
0.61031,0.80421,0.19183,12345,task,35.054,610.31
0.23033,0.83523,0.56493,12345,task,35.30095,230.33
0.60986,0.01097,0.26267,12345,hierachy,60.9893,609.86
0.31337,0.009,0.3808,12345,hierachy,61.41835,313.37
0.19748,0.79221,0.3038,12345,model,62.07765,197.48
0.14677,0.86939,0.38662,12345,task,62.24298,146.77
0.21507,0.90832,0.42035,12345,task,62.82025,215.07
0.26422,0.95657,0.5119,12345,task,63.19925,264.22
0.26414,0.90367,0.30828,12345,task,63.4792,264.14
0.26431,0.94166,0.60599,12345,task,63.75972,264.31
0.04976,0.21213,0.64671,12345,text,67.48549,49.76
0.27979,0.79754,0.8983,12345,model,69.15076,279.79
0.21431,0.70412,0.65611,12345,model,70.22305,214.31
0.19792,0.79414,0.28784,12345,model,71.97026,197.92
0.29707,0.81659,0.38296,12345,task,72.33362,297.07
0.24709,0.91671,0.39016,12345,task,72.59711,247.09
0.1647,0.96373,0.52248,12345,task,74.60861,164.7
0.04939,0.90227,0.34742,12345,task,75.06998,49.39
0.29709,0.52296,0.26787,12345,model,75.43315,297.09
0.24728,0.32114,0.26424,12345,text,75.7462,247.28
0.09857,0.37406,0.09258,12345,text,76.61969,98.57
0.34654,0.82666,0.18176,12345,task,80.62698,346.54
0.21455,0.59548,0.08523,12345,model,81.43484,214.55
0.04929,0.35958,0.13351,12345,text,81.54979,49.29
0.31314,0.46378,0.38163,12345,model,81.92923,313.14
0.24724,0.20728,0.2264,12345,text,82.44029,247.24
0.16432,0.83272,0.13835,12345,task,83.21475,164.32
0.26414,0.80146,0.18878,12345,task,83.84178,264.14
0.54337,0.76403,0.09897,12345,model,84.40202,543.37
0.42899,0.84856,0.14072,12345,task,84.84767,428.99
0.08234,0.99864,0.25968,12345,task,84.99603,82.34
0.04921,0.64022,0.07536,12345,model,85.30928,49.21
0.23039,0.93609,0.16929,12345,task,85.60567,230.39
0.14871,0.90807,0.20035,12345,task,85.77107,148.71
0.31332,0.9469,0.14882,12345,task,87.15569,313.32
0.26376,0.98133,0.22126,12345,task,87.73283,263.76
0.21437,0.79023,0.13299,12345,model,87.96419,214.37
0.56024,0.75933,0.15561,12345,model,88.54077,560.24
0.19743,0.8311,0.16145,12345,task,88.75526,197.43
0.26375,0.92485,0.16288,12345,task,89.18399,263.75
0.54327,0.94135,0.13729,12345,task,89.84297,543.27
0.19759,0.97703,0.21941,12345,task,90.40346,197.59
0.37939,0.01071,0.20015,12345,hierachy,91.21147,379.39
0.31325,0.25723,0.08403,12345,text,92.25009,313.25
1.45119,0.87797,0.13177,12345,task,93.81676,1451.19
0.23134,0.01405,0.1413,12345,hierachy,94.16342,231.34
0.89014,0.00489,0.2275,12345,hierachy,95.07024,890.14
0.31279,0.02568,0.21817,12345,hierachy,95.39973,312.79
0.62621,0.86137,0.19971,12345,task,96.38908,626.21
0.62648,0.81513,0.26165,12345,task,97.03183,626.48
0.62709,0.80589,0.26404,12345,task,97.67578,627.09
0.26399,0.80487,0.31105,12345,task,97.95575,263.99
0.33028,0.92905,0.24608,12345,task,98.59888,330.28
0.47826,0.82275,0.27015,12345,task,99.09349,478.26
1.63194,0.89029,0.27636,12345,task,100.7421,1631.94
0.80774,0.92288,0.29285,12345,task,101.56592,807.74
0.64351,0.87549,0.46692,12345,task,102.22594,643.51
0.24722,0.82862,0.30745,12345,task,102.78659,247.22
0.49472,0.81339,0.35132,12345,task,103.29781,494.72
0.2804,0.81981,0.22016,12345,task,103.59419,280.4
0.70938,0.87701,0.2765,12345,task,104.36957,709.38
0.37891,0.80743,0.17272,12345,task,105.16066,378.91
0.36276,0.75354,0.08084,12345,model,105.54022,362.76
0.90701,0.7944,0.19513,12345,model,106.46358,907.01
0.54402,0.84444,0.22086,12345,task,107.02396,544.02
0.42885,0.9044,0.24498,12345,task,107.46875,428.85
0.23151,0.95755,0.34118,12345,task,107.71677,231.51
0.84058,0.90039,0.27785,12345,task,109.01877,840.58
0.47758,0.91393,0.25894,12345,task,109.51315,477.58
0.79164,0.97089,0.26187,12345,task,110.32166,791.64
0.24751,0.81758,0.2749,12345,task,110.58514,247.51
0.49461,0.87599,0.27747,12345,task,111.09639,494.61
0.21402,0.90766,0.3958,12345,task,111.32706,214.02
0.64326,0.94518,0.26538,12345,task,112.33302,643.26
0.42896,0.91631,0.21707,12345,task,112.77844,428.96
1.10451,0.7768,0.23209,12345,model,113.99826,1104.51
0.13228,0.84049,0.27499,12345,task,114.14677,132.28
0.14882,0.86407,0.213,12345,task,114.55933,148.82
0.41212,0.9562,0.25093,12345,task,115.2345,412.12
0.51097,0.73642,0.37912,12345,model,115.86134,510.97
0.0825,0.85976,0.31682,12345,task,116.05933,82.5
0.1478,0.87152,0.33443,12345,task,116.32271,147.8
0.3136,0.79497,0.22938,12345,model,117.0981,313.6
0.18201,0.87296,0.25839,12345,task,117.29625,182.01
0.27997,0.8891,0.22253,12345,task,117.69164,279.97
0.23099,0.94179,0.33725,12345,task,118.33459,230.99
0.36353,0.93694,0.27068,12345,task,118.71437,363.53
0.56093,0.87206,0.34196,12345,task,119.43944,560.93
0.87402,0.92903,0.34348,12345,task,120.32986,874.02
0.24673,0.83529,0.37653,12345,task,120.59322,246.73
0.47778,0.85372,0.37405,12345,task,121.08813,477.78
0.26344,0.82767,0.49741,12345,task,121.36819,263.44
0.36288,0.8979,0.40119,12345,task,122.14359,362.88
0.06638,0.89483,0.33938,12345,task,122.22609,66.38
0.29675,0.76786,0.35988,12345,model,122.63821,296.75
1.23608,0.80523,0.42962,12345,task,123.89066,1236.08
0.56064,0.8512,0.44153,12345,task,124.46808,560.64
0.41185,0.90081,0.45335,12345,task,124.89629,411.85
0.46133,0.91932,0.45782,12345,task,125.37491,461.33
0.13219,0.89381,0.53719,12345,task,125.52361,132.19
0.1989,0.79203,0.45983,12345,model,126.41432,198.9
0.56035,0.86529,0.48023,12345,task,127.18843,560.35
2.30855,0.8963,0.51896,12345,task,129.51376,2308.55
0.27974,0.81886,0.47346,12345,task,130.05728,279.74
0.74207,0.85504,0.46221,12345,task,130.81631,742.07
