FixationDurationInS,BPOGX,BPOGY,Participant,AOIName,TIME(2019/03/15 10:03:10.870),FixationDuration
0.06622,0.04529,0.41886,7889OS,hierachy,560.14557,66.22
0.23102,0.00808,0.3196,7889OS,hierachy,560.44183,231.02
0.24707,0.09283,0.47924,7889OS,hierachy,560.70569,247.07
0.21362,0.05883,0.17687,7889OS,hierachy,560.98572,213.62
0.06573,0.125,0.55806,7889OS,text,561.1181,65.73
0.19769,0.09961,0.25471,7889OS,hierachy,561.64545,197.69
0.26331,0.05884,0.43232,7889OS,hierachy,561.92542,263.31
0.67615,0.08238,0.3965,7889OS,hierachy,562.66797,676.15
0.26367,0.22587,0.38683,7889OS,text,562.94794,263.67
0.04944,0.17447,0.51522,7889OS,text,563.21198,49.44
0.3125,0.2312,0.78143,7889OS,text,563.78857,312.5
0.56067,0.20894,0.36993,7889OS,text,564.41565,560.67
0.34613,0.16754,0.32212,7889OS,text,564.77856,346.13
0.16504,0.33796,0.37944,7889OS,text,565.05872,165.04
0.22992,0.0766,0.23676,7889OS,hierachy,565.40442,229.92
0.21405,0.18602,0.5438,7889OS,text,566.7403,214.05
0.29675,0.16079,0.4359,7889OS,text,567.05328,296.75
0.31323,0.14084,0.60154,7889OS,text,567.48206,313.23
0.06622,0.13736,0.55128,7889OS,text,567.61426,66.22
0.34595,0.11641,0.59271,7889OS,text,568.026,345.95
0.37964,0.10019,0.46548,7889OS,text,568.63654,379.64
0.2149,0.27866,0.63681,7889OS,text,568.8678,214.9
0.64288,0.07941,0.44163,7889OS,hierachy,570.02118,642.88
0.21442,0.27615,0.47366,7889OS,text,570.87854,214.42
0.21436,0.14996,0.54925,7889OS,text,571.10938,214.36
0.06604,0.242,0.85337,7889OS,text,571.29089,66.04
0.21454,0.53209,0.46769,7889OS,model,571.76923,214.54
0.11536,0.56978,0.45171,7889OS,model,572.1814,115.36
0.41235,0.53188,0.38078,7889OS,model,572.70886,412.35
0.19745,0.87256,0.52392,7889OS,task,574.01178,197.45
0.19702,0.75382,0.83838,7889OS,model,574.27484,197.02
0.33032,0.89921,0.39007,7889OS,task,574.8692,330.32
0.41284,0.90768,0.39139,7889OS,task,575.39697,412.84
0.37885,0.95204,0.35957,7889OS,task,575.79224,378.85
0.28052,0.97868,0.45291,7889OS,task,576.08942,280.52
0.24683,0.90327,0.51021,7889OS,task,576.35248,246.83
0.28046,0.95385,0.35904,7889OS,task,576.64996,280.46
0.28107,0.94852,0.64642,7889OS,task,576.94678,281.07
0.23126,0.85689,0.41148,7889OS,task,577.24323,231.26
0.34637,0.9604,0.39899,7889OS,task,577.60626,346.37
0.21399,0.87583,0.54001,7889OS,task,577.83691,213.99
0.27985,0.98571,0.42253,7889OS,task,578.23236,279.85
0.32898,0.97082,0.51711,7889OS,task,578.57861,328.98
0.2478,0.92246,0.41608,7889OS,task,579.25513,247.8
0.2807,0.97,0.54181,7889OS,task,579.65076,280.7
0.37921,0.86095,0.501,7889OS,task,580.04639,379.21
0.34692,0.99825,0.50144,7889OS,task,580.60699,346.92
0.37933,0.93164,0.5116,7889OS,task,581.05182,379.33
0.39526,0.97526,0.53951,7889OS,task,581.46423,395.26
0.49408,0.91156,0.47748,7889OS,task,582.28809,494.08
0.47888,0.98026,0.573,7889OS,task,582.78369,478.88
0.34607,0.97937,0.67485,7889OS,task,583.146,346.07
0.21442,0.88491,0.66362,7889OS,task,583.67334,214.42
0.37897,0.96213,0.6195,7889OS,task,584.06866,378.97
0.21472,0.92594,0.34806,7889OS,task,584.30029,214.72
0.2973,0.99723,0.53487,7889OS,task,584.81165,297.3
0.26392,0.64724,0.84424,7889OS,model,585.38849,263.92
0.19788,0.52511,0.5459,7889OS,model,585.65192,197.88
0.19745,0.2227,0.65565,7889OS,text,585.91577,197.45
0.24695,0.32445,0.68114,7889OS,text,587.96014,246.95
0.24774,0.84117,0.83401,7889OS,task,588.3233,247.74
0.46185,0.84172,0.78335,7889OS,task,588.8017,461.85
0.21454,0.87373,0.73383,7889OS,task,589.08173,214.54
0.04962,0.89156,0.72263,7889OS,task,589.19678,49.62
0.19849,0.85891,0.79995,7889OS,task,589.46149,198.49
0.19843,0.8547,0.72336,7889OS,task,589.67517,198.43
0.04944,0.80955,0.47555,7889OS,task,590.23547,49.44
0.19775,0.74749,0.74355,7889OS,model,590.45001,197.75
0.08307,0.87109,0.55332,7889OS,task,590.54968,83.07
0.23126,0.49622,0.53986,7889OS,model,590.84607,231.26
0.19763,0.83708,0.59241,7889OS,task,591.10925,197.63
0.26398,0.93646,0.43656,7889OS,task,591.53864,263.98
0.26428,0.81789,0.5343,7889OS,task,592.1485,264.28
0.27997,0.82358,0.651,7889OS,task,593.30225,279.97
0.05005,0.86026,0.48996,7889OS,task,593.36877,50.05
0.23059,0.92517,0.6307,7889OS,task,593.76416,230.59
0.27985,0.84999,0.50435,7889OS,task,594.06079,279.85
0.46106,0.94262,0.4667,7889OS,task,594.53888,461.06
0.36249,0.9076,0.61364,7889OS,task,594.91827,362.49
0.4455,0.87879,0.44743,7889OS,task,595.72668,445.5
0.34692,0.87553,0.57118,7889OS,task,596.18829,346.92
0.32983,0.96832,0.46399,7889OS,task,596.534,329.83
0.2644,0.86853,0.34567,7889OS,task,596.81476,264.4
0.2467,0.8486,0.53931,7889OS,task,597.07825,246.7
0.23029,0.81429,0.65162,7889OS,task,597.3252,230.29
0.54413,0.84961,0.55211,7889OS,task,597.88599,544.13
0.28094,0.89925,0.75513,7889OS,task,598.18347,280.94
0.34607,0.95388,0.63337,7889OS,task,599.02344,346.07
0.21405,0.97088,0.6023,7889OS,task,600.5238,214.05
0.21423,0.93782,0.49238,7889OS,task,601.23303,214.23
0.31342,0.95559,0.50461,7889OS,task,602.07397,313.42
0.36206,0.09413,0.51337,7889OS,hierachy,603.90381,362.06
0.23102,0.21069,0.28639,7889OS,text,604.15186,231.02
0.39642,0.26035,0.48219,7889OS,text,606.27893,396.42
0.27985,0.18042,0.39184,7889OS,text,606.95441,279.85
0.42914,0.20012,0.34302,7889OS,text,607.3999,429.14
0.33014,0.30419,0.27461,7889OS,text,607.84467,330.14
0.19763,0.23771,0.83839,7889OS,text,608.05878,197.63
0.42871,0.23603,0.78005,7889OS,text,608.55353,428.71
0.11566,0.41239,0.71142,7889OS,model,608.68579,115.66
0.2641,0.85776,0.52436,7889OS,task,609.11481,264.1
0.23108,0.79662,0.89432,7889OS,model,609.41162,231.08
0.57648,0.87654,0.86125,7889OS,task,610.20239,576.48
0.24713,0.86019,0.69155,7889OS,task,610.87866,247.13
0.29724,0.86725,0.57501,7889OS,task,611.65381,297.24
0.31372,0.86085,0.47967,7889OS,task,611.98358,313.72
0.32959,0.92252,0.58385,7889OS,task,612.57672,329.59
0.28058,0.98473,0.42172,7889OS,task,612.87378,280.58
0.33014,0.90313,0.59999,7889OS,task,613.26978,330.14
0.06573,0.71935,0.77134,7889OS,model,613.61548,65.73
0.29712,0.93523,0.52991,7889OS,task,614.37396,297.12
0.42871,0.85544,0.61906,7889OS,task,614.81927,428.71
0.3136,0.87016,0.77895,7889OS,task,615.54468,313.6
0.21454,0.82683,0.61329,7889OS,task,615.87451,214.54
0.396,0.95604,0.62564,7889OS,task,616.53436,396
0.14819,0.93577,0.69952,7889OS,task,616.92975,148.19
0.21466,0.80049,0.69601,7889OS,task,617.4574,214.66
0.59296,0.85773,0.67582,7889OS,task,618.26483,592.96
0.3291,0.93129,0.55743,7889OS,task,619.35321,329.1
0.31299,0.86191,0.6479,7889OS,task,619.68311,312.99
0.39532,0.85219,0.6967,7889OS,task,620.09491,395.32
0.59338,0.84672,0.62492,7889OS,task,620.70551,593.38
0.29688,0.86564,0.74672,7889OS,task,621.0191,296.88
0.37988,0.85509,0.77272,7889OS,task,621.67859,379.88
0.28015,0.88872,0.76793,7889OS,task,622.22211,280.15
0.34576,0.97358,0.59897,7889OS,task,622.89807,345.76
0.31299,0.85794,0.79308,7889OS,task,623.42584,312.99
0.41266,0.84643,0.79784,7889OS,task,623.8548,412.66
0.32947,0.78134,0.80327,7889OS,model,624.39868,329.47
0.51111,0.91896,0.67945,7889OS,task,625.38831,511.11
0.41235,0.91926,0.74464,7889OS,task,626.06433,412.35
0.70874,0.89744,0.77709,7889OS,task,626.78967,708.74
0.19788,0.98254,0.70175,7889OS,task,627.05316,197.88
0.37915,0.90035,0.66984,7889OS,task,627.44922,379.15
0.7749,0.91726,0.67661,7889OS,task,628.24017,774.9
0.44568,0.87473,0.95048,7889OS,task,628.70233,445.68
0.24731,0.85679,0.79033,7889OS,task,629.0152,247.31
0.19775,0.88465,0.53916,7889OS,task,629.32892,197.75
0.21387,0.90131,0.79029,7889OS,task,629.55914,213.87
0.29669,0.85576,0.58445,7889OS,task,629.87262,296.69
0.21436,0.88388,0.79388,7889OS,task,630.20239,214.36
0.31335,0.89537,0.75819,7889OS,task,630.53253,313.35
0.26306,0.86715,0.88402,7889OS,task,630.81213,263.06
0.21417,0.84746,0.86,7889OS,task,631.40613,214.17
0.37891,0.91296,0.66819,7889OS,task,631.80176,378.91
0.29675,0.85825,0.85303,7889OS,task,632.11511,296.75
0.26422,0.86396,0.72958,7889OS,task,632.39539,264.22
0.3465,0.85147,0.88342,7889OS,task,632.75812,346.5
0.24786,0.9529,0.70355,7889OS,task,633.0224,247.86
0.23071,0.81006,0.80286,7889OS,task,633.26953,230.71
0.44531,0.88495,0.7515,7889OS,task,633.73102,445.31
0.37891,0.92784,0.83295,7889OS,task,634.12653,378.91
0.28088,0.88393,0.66526,7889OS,task,634.42365,280.88
0.52789,0.90829,0.7923,7889OS,task,634.96765,527.89
0.2804,0.9532,0.6921,7889OS,task,635.26453,280.4
0.37854,0.97574,0.78104,7889OS,task,635.6601,378.54
0.36261,0.87766,0.842,7889OS,task,636.92993,362.61
0.32996,0.83136,0.94005,7889OS,task,637.67157,329.96
0.19781,0.9665,0.81455,7889OS,task,638.05078,197.81
0.29651,0.88136,0.89588,7889OS,task,638.36383,296.51
0.28064,0.9503,0.94148,7889OS,task,638.92474,280.64
0.42889,0.85365,0.88388,7889OS,task,639.81537,428.89
0.26337,0.95431,0.81747,7889OS,task,640.44104,263.37
0.04932,0.92609,0.83673,7889OS,task,640.60608,49.32
0.47839,0.89991,0.77628,7889OS,task,641.5459,478.39
0.37946,0.99393,0.90662,7889OS,task,642.23853,379.46
0.24792,0.81324,0.92211,7889OS,task,642.50269,247.92
0.24774,0.86066,0.77493,7889OS,task,642.76642,247.74
0.06628,0.72368,0.74817,7889OS,model,642.84888,66.28
0.14874,0.66039,0.67861,7889OS,model,643.26123,148.74
0.41248,0.59754,0.88114,7889OS,model,643.88806,412.48
0.28107,0.82254,0.90864,7889OS,task,644.56433,281.07
0.55963,0.82496,0.8398,7889OS,task,645.14026,559.63
0.37878,0.83068,0.8218,7889OS,task,645.53601,378.78
0.26318,0.95446,0.73653,7889OS,task,645.81622,263.18
0.26355,0.81267,0.79414,7889OS,task,646.29462,263.55
0.44495,0.81659,0.76382,7889OS,task,647.10303,444.95
0.24707,0.92361,0.52537,7889OS,task,647.36639,247.07
0.34607,0.84847,0.63227,7889OS,task,647.729,346.07
0.41199,0.94169,0.65216,7889OS,task,648.15753,411.99
0.69226,0.91612,0.58935,7889OS,task,648.86688,692.26
0.32904,0.91084,0.63614,7889OS,task,649.26221,329.04
0.28027,0.96365,0.65059,7889OS,task,649.55902,280.27
0.26379,0.90854,0.81808,7889OS,task,649.88892,263.79
0.26355,0.98093,0.75726,7889OS,task,650.16882,263.55
0.2644,0.82278,0.79778,7889OS,task,650.44989,264.4
0.37921,0.96331,0.57522,7889OS,task,650.84521,379.21
0.42987,0.89876,0.79694,7889OS,task,651.29175,429.87
0.24738,0.82767,0.82546,7889OS,task,651.93341,247.38
