FixationDurationInS,BPOGX,BPOGY,Participant,AOIName,TIME(2018/10/26 16:24:10.124),FixationDuration
0.08203,0.41906,0.24274,123SD,model,1330.78906,82.03
0.0498,0.74749,0.41614,123SD,model,1333.26318,49.8
0.23145,0.32649,0.02028,123SD,text,1335.68701,231.45
0.13281,0.35513,0.04275,123SD,text,1335.88477,132.81
0.21484,0.40324,0.1792,123SD,model,1339.79199,214.84
0.13232,0.30377,0.00114,123SD,text,1340.88086,132.32
0.28027,0.31054,0.05031,123SD,text,1341.22656,280.27
0.08203,0.36603,0.15012,123SD,text,1344.73828,82.03
0.23047,0.53726,0.16317,123SD,model,1345.72754,230.47
0.23096,0.44231,0.07395,123SD,model,1346.51904,230.96
0.0835,0.72346,0.59416,123SD,model,1349.58643,83.5
0.13232,0.52363,0.28607,123SD,model,1351.61426,132.32
0.14844,0.22838,-0.11404,123SD,text,1354.20264,148.44
0.04883,0.82627,0.46213,123SD,task,1361.07764,48.83
0.08252,0.72365,0.92071,123SD,model,1362.80957,82.52
0.06592,0.3951,-0.0401,123SD,text,1364.42529,65.92
0.18115,0.42345,0.04199,123SD,model,1364.91992,181.15
0.47852,0.39217,0.05559,123SD,text,1365.90918,478.52
0.23096,0.97529,0.27532,123SD,task,1367.14551,230.96
0.19727,0.40453,0.03513,123SD,model,1367.50781,197.27
0.56055,0.41831,0.05406,123SD,model,1368.08545,560.55
0.34668,0.41126,-0.00713,123SD,model,1368.44824,346.68
0.41162,0.41251,0.05629,123SD,model,1369.07422,411.62
0.18115,0.40933,0.05714,123SD,model,1369.27246,181.15
0.09912,0.39443,0.07178,123SD,text,1371.11865,99.12
0.11572,0.40259,0.02155,123SD,model,1371.34961,115.72
0.09863,0.41692,0.03871,123SD,model,1371.46533,98.63
0.3623,0.38999,0.04008,123SD,text,1371.94336,362.3
0.08203,0.38707,0.04032,123SD,text,1372.04199,82.03
0.23047,0.40098,0.11659,123SD,model,1372.73486,230.47
0.31299,0.42802,0.00953,123SD,model,1373.11426,312.99
0.3291,0.40588,0.12298,123SD,model,1373.46045,329.1
0.09912,0.88978,0.35527,123SD,task,1374.41699,99.12
0.08252,0.8354,0.33607,123SD,task,1374.61475,82.52
0.13135,0.84094,0.44314,123SD,task,1374.7627,131.35
0.39551,0.88305,0.42983,123SD,task,1375.27393,395.51
0.13232,0.78029,0.40444,123SD,model,1375.42285,132.32
0.26367,0.92167,0.27389,123SD,task,1375.70264,263.67
0.49512,0.40482,0.12293,123SD,model,1376.26367,495.12
0.18164,0.42237,0.0496,123SD,model,1376.46143,181.64
0.06641,0.44443,0.09218,123SD,model,1376.64307,66.41
0.0835,0.79034,0.45078,123SD,model,1377.33545,83.5
0.08252,0.23886,-0.70092,123SD,text,1380.64941,82.52
0.09863,0.43638,0.1471,123SD,model,1384.07861,98.63
0.06592,0.29687,-0.65666,123SD,text,1385.64502,65.92
0.08301,0.79986,0.33174,123SD,model,1386.7334,83.01
0.09912,0.728,0.50153,123SD,model,1386.89844,99.12
0.11475,0.728,0.50153,123SD,model,1387.02979,114.75
0.09863,0.76487,0.43235,123SD,model,1387.39258,98.63
0.16455,0.37511,0.12212,123SD,text,1395.73535,164.55
0.09863,0.96424,0.23282,123SD,task,1396.59277,98.63
0.72461,0.97794,0.29802,123SD,task,1397.53223,724.61
0.65918,0.94494,0.33235,123SD,task,1398.20801,659.18
0.37891,0.83875,0.46191,123SD,task,1402.11621,378.91
0.06689,0.97987,0.37492,123SD,task,1414.71387,66.89
0.19775,0.40243,0.10476,123SD,model,1416.11426,197.75
0.34717,0.43047,0.09129,123SD,model,1420.43506,347.17
0.09912,0.68301,0.39623,123SD,model,1460.05518,99.12
0.06641,0.6307,0.38499,123SD,model,1496.98828,66.41
0.34668,0.57246,0.17617,123SD,model,1543.20361,346.68
0.19824,0.79882,0.52473,123SD,model,1543.66553,198.24
0.14844,0.92645,0.14791,123SD,task,1546.99609,148.44
0.26416,0.38692,0.3676,123SD,text,1646.25342,264.16
0.06641,0.94477,0.33317,123SD,task,1648.95703,66.41
0.0498,0.32257,-1.40134,123SD,text,1651.69385,49.8
0.0498,0.3909,0.03851,123SD,text,1652.55127,49.8
0.08203,0.28031,-0.48006,123SD,text,1656.1123,82.03
0.19824,0.48948,-2.68333,123SD,model,1660.33398,198.24
0.0498,0.68627,0.2377,123SD,model,1660.97656,49.8
0.06592,0.47086,-0.04036,123SD,model,1661.25684,65.92
0.23096,0.30699,-0.10023,123SD,text,1667.78662,230.96
0.09863,0.05816,0.82024,123SD,hierachy,1674.57861,98.63
0.16504,0.34965,0.65272,123SD,text,1674.85986,165.04
0.08252,0.58114,0.25057,123SD,model,1702.21289,82.52
