FixationDurationInS,BPOGX,BPOGY,Participant,AOIName,TIME(2018/10/26 16:24:10.124),FixationDuration
0.14905,0.60882,0.04566,123456,model,0.14905,149.05
0.3291,0.7152,0.21033,123456,model,0.54462,329.1
0.396,0.79456,0.39686,123456,model,1.22076,396
0.21436,0.80579,0.53326,123456,task,1.45148,214.36
0.49451,0.80121,0.53702,123456,task,1.96283,494.51
0.32953,0.60779,2.46625,123456,model,2.95184,329.53
0.23059,0.80538,2.39258,123456,task,3.19904,230.59
0.14844,0.91748,0.72078,123456,task,3.75983,148.44
0.36224,0.95116,0.72117,123456,task,5.67212,362.24
0.2146,0.79576,0.18688,123456,model,5.95282,214.6
0.26385,0.91742,0.42973,123456,task,6.28247,263.85
0.23102,0.79433,0.22933,123456,model,7.27179,231.02
0.26447,0.85511,0.5272,123456,task,7.55249,264.47
0.18158,0.88053,0.6227,123456,task,7.7995,181.58
0.36249,0.79012,0.32936,123456,model,15.10352,362.49
0.24689,0.81913,0.45061,123456,task,15.36719,246.89
0.56049,0.83333,0.36609,123456,task,15.94452,560.49
0.57709,0.82184,0.5191,123456,task,16.53821,577.09
0.31354,0.83819,0.34964,123456,task,17.11536,313.54
0.37952,0.89432,0.44913,123456,task,17.75824,379.52
0.23071,0.81302,0.41677,123456,task,18.30225,230.71
0.29663,0.81672,0.45309,123456,task,18.61548,296.63
0.14795,0.76694,0.56942,123456,model,18.78033,147.95
0.32953,0.78777,1.06166,123456,model,19.72021,329.53
0.31348,0.87498,1.54074,123456,task,20.09985,313.48
0.75842,0.77839,0.19021,123456,model,20.97333,758.42
0.80756,0.79186,0.42285,123456,model,21.84692,807.56
0.34692,0.80014,1.30289,123456,task,22.25977,346.92
0.36273,0.93348,2.2778,123456,task,22.7373,362.73
0.29651,0.79202,0.40197,123456,model,23.1496,296.51
0.29761,0.82267,0.86116,123456,task,23.46326,297.61
0.19788,0.77214,0.16044,123456,model,23.72687,197.88
0.47852,0.80628,0.22317,123456,task,24.27124,478.52
0.24701,0.76599,0.15617,123456,model,24.58429,247.01
0.28094,0.79661,0.31719,123456,model,24.88147,280.94
0.36255,0.79732,0.44431,123456,model,25.70514,362.55
0.79077,0.0595,0.14043,123456,hierachy,26.95795,790.77
1.13776,0.05909,0.14631,123456,hierachy,28.11267,1137.76
0.85767,0.27404,0.22976,123456,text,28.98682,857.67
0.21515,0.80239,0.44117,123456,task,29.31641,215.15
0.32959,0.80824,0.48183,123456,task,29.71179,329.59
0.44562,0.84854,0.33635,123456,task,30.22333,445.62
0.44501,0.81123,0.47762,123456,task,30.68481,445.01
0.37909,0.88433,0.48791,123456,task,31.08069,379.09
0.21448,0.93184,0.53282,123456,task,31.59174,214.48
0.47827,0.84723,0.51354,123456,task,32.0863,478.27
0.37866,0.95986,0.55024,123456,task,32.48151,378.66
0.21509,0.80263,0.35858,123456,task,32.71313,215.09
0.19788,0.77469,0.27973,123456,model,33.35522,197.88
0.98944,0.77163,0.20704,123456,model,34.41113,989.44
0.5766,0.75966,0.00336,123456,model,35.00421,576.6
0.36304,0.77917,0.22085,123456,model,35.43317,363.04
0.21411,0.77185,0.26993,123456,model,35.71368,214.11
0.37964,0.78203,0.1646,123456,model,36.10956,379.64
0.32965,0.77596,0.08087,123456,model,36.45544,329.65
1.20404,0.77659,0.16668,123456,model,37.6759,1204.04
0.52826,0.79765,0.37662,123456,model,38.26947,528.26
0.24695,0.8036,0.27188,123456,task,38.53296,246.95
0.39551,0.78802,0.35232,123456,model,38.9447,395.51
0.51154,0.80488,0.32934,123456,task,39.47302,511.54
0.80865,0.7984,0.2882,123456,model,40.29767,808.65
0.65894,0.79899,0.38928,123456,model,40.97308,658.94
0.56036,0.78442,0.30283,123456,model,41.55042,560.36
0.23077,0.78712,0.12412,123456,model,41.79749,230.77
0.21344,0.79173,0.50562,123456,model,42.07758,213.44
0.59418,0.79262,0.3678,123456,model,42.73761,594.18
0.61084,0.78423,0.30677,123456,model,43.36426,610.84
0.79071,0.78447,0.29266,123456,model,44.17157,790.71
0.54431,0.79731,0.282,123456,model,44.7326,544.31
0.57654,0.79921,0.21246,123456,model,45.32599,576.54
0.59363,0.7947,0.31753,123456,model,45.93665,593.63
0.57739,0.79921,0.29235,123456,model,46.57959,577.39
0.46246,0.79176,0.18502,123456,model,47.05774,462.46
0.47772,0.81644,0.13042,123456,task,47.5517,477.72
0.37885,0.78893,0.38596,123456,model,47.94745,378.85
0.65918,0.79206,0.33627,123456,model,48.67346,659.18
0.75836,0.8206,0.18774,123456,task,49.44806,758.36
0.57721,0.79314,0.16998,123456,model,50.04181,577.21
0.36298,0.79117,0.35546,123456,model,50.42096,362.98
0.47809,0.80392,0.29634,123456,task,50.96497,478.09
0.39575,0.80132,0.27003,123456,task,51.3772,395.75
0.75867,0.78642,0.41276,123456,model,52.34985,758.67
1.36847,0.79998,0.33083,123456,model,53.7843,1368.47
0.67596,0.82277,0.16734,123456,task,54.47705,675.96
0.28021,0.79787,0.36186,123456,model,54.77368,280.21
0.32947,0.81056,0.29933,123456,task,55.16943,329.47
1.10431,0.79953,0.25779,123456,model,56.29041,1104.31
0.27972,0.79137,0.39664,123456,model,56.58704,279.72
0.92303,0.79561,0.31577,123456,model,57.52704,923.03
0.98969,0.80921,0.23624,123456,task,58.53302,989.69
0.3468,0.79165,0.44785,123456,model,58.89606,346.8
0.69257,0.77033,0.49609,123456,model,59.65399,692.57
0.36316,0.81091,0.22939,123456,task,60.33002,363.16
0.32965,0.80057,0.42582,123456,task,60.67627,329.65
0.29706,0.80096,0.27167,123456,task,61.03918,297.06
0.7915,0.7987,0.42414,123456,model,61.84705,791.5
0.51117,0.78661,0.32201,123456,model,62.37469,511.17
0.54419,0.81532,0.30106,123456,task,62.93536,544.19
0.39612,0.79639,0.40569,123456,model,63.3479,396.12
0.49493,0.80703,0.3491,123456,task,63.85852,494.93
0.98962,0.83845,0.32089,123456,task,64.8645,989.62
0.31342,0.81168,0.4349,123456,task,65.19427,313.42
0.75916,0.82429,0.33012,123456,task,65.96936,759.16
0.51141,0.8296,0.2864,123456,task,66.49689,511.41
0.31281,0.82128,0.4175,123456,task,66.82605,312.81
0.69281,0.81934,0.39822,123456,task,67.5354,692.81
0.3457,0.83036,0.40345,123456,task,67.89795,345.7
0.67609,0.84717,0.33768,123456,task,68.88745,676.09
0.47809,0.80088,0.47312,123456,task,69.38202,478.09
1.28534,0.82666,0.35638,123456,task,70.68445,1285.34
0.59314,0.81544,0.21954,123456,task,71.29443,593.14
0.46094,0.78554,0.38225,123456,model,71.7724,460.94
1.36829,0.80654,0.32501,123456,task,73.20691,1368.29
0.31348,0.81149,0.23941,123456,task,73.53723,313.48
0.46173,0.79121,0.41092,123456,model,74.01544,461.73
0.24768,0.79663,0.39548,123456,model,74.3288,247.68
0.36285,0.80163,0.20163,123456,task,74.95477,362.85
