FixationDurationInS,BPOGX,BPOGY,Participant,AOIName,TIME(2018/10/26 16:24:10.124),FixationDuration
0.24695,0.72381,1.82446,123456,model,987.11902,246.95
0.37915,0.74291,1.90851,123456,model,987.56396,379.15
0.297,0.71976,1.76314,123456,model,987.87732,297
0.4447,0.7743,1.12707,123456,model,988.33911,444.7
0.3136,0.76516,0.19415,123456,model,988.76819,313.6
0.80774,0.78349,0.27508,123456,model,989.59216,807.74
0.3291,0.80328,0.36672,123456,task,989.93811,329.1
0.5437,0.79404,0.3415,123456,model,990.4989,543.7
0.32971,0.80248,0.33895,123456,task,990.84497,329.71
0.32922,0.85288,0.24527,123456,task,991.19092,329.22
0.39551,0.81316,0.19556,123456,task,991.60339,395.51
0.36316,0.81681,0.0841,123456,task,991.98328,363.16
0.21399,0.77126,0.26871,123456,model,992.2135,213.99
0.4126,0.7782,0.15018,123456,model,992.64282,412.6
0.34534,0.79517,0.03079,123456,model,993.00464,345.34
0.26367,0.76729,0.22968,123456,model,993.28589,263.67
0.297,0.75838,0.08721,123456,model,993.64856,297
0.60999,0.78798,0.25958,123456,model,994.2749,609.99
0.31323,0.8266,0.17193,123456,task,994.60449,313.23
0.2312,0.80311,0.35601,123456,task,994.85193,231.2
0.44495,0.84762,0.3114,123456,task,995.3136,444.95
0.70886,0.85078,0.22333,123456,task,996.03931,708.86
0.26343,0.83157,0.43299,123456,task,996.31921,263.43
0.59338,0.79692,0.35651,123456,model,996.92944,593.38
0.2644,0.78928,0.26468,123456,model,997.21021,264.4
0.60962,0.8022,0.18778,123456,task,997.83582,609.62
0.3136,0.7951,0.26539,123456,model,998.16589,313.6
0.69226,0.81835,0.20292,123456,task,998.87463,692.26
0.23096,0.7893,0.34222,123456,model,999.12219,230.96
0.396,0.79262,0.23529,123456,model,999.53467,396
1.00574,0.83684,0.18342,123456,task,1000.55664,1005.74
0.21387,0.81489,0.34943,123456,task,1000.78748,213.87
0.56079,0.8215,0.25987,123456,task,1001.36462,560.79
0.47754,0.81299,0.37525,123456,task,1001.85889,477.54
0.26379,0.84913,0.20867,123456,task,1002.13965,263.79
0.70886,0.81725,0.16016,123456,task,1002.86511,708.86
0.21497,0.79304,0.34897,123456,model,1003.09644,214.97
0.36267,0.78014,0.2798,123456,model,1003.4751,362.67
0.44446,0.79622,0.1885,123456,model,1003.93652,444.46
0.90649,0.82889,0.09447,123456,task,1004.85999,906.49
0.23083,0.78671,0.30871,123456,model,1005.10742,230.83
0.59399,0.78354,0.24565,123456,model,1005.71765,593.99
0.44458,0.79102,0.28295,123456,model,1006.17883,444.58
0.21411,0.80534,0.36675,123456,task,1006.55798,214.11
0.41248,0.79151,0.37387,123456,model,1006.98718,412.48
0.06604,0.82594,0.34172,123456,task,1007.31702,66.04
0.89124,0.80908,0.24097,123456,task,1008.42188,891.24
0.65906,0.81151,0.37249,123456,task,1009.09705,659.06
0.32898,0.80835,0.2899,123456,task,1009.49268,328.98
0.24744,0.7941,0.16369,123456,model,1009.75684,247.44
0.49487,0.7835,0.298,123456,model,1010.26843,494.87
0.31287,0.788,0.2175,123456,model,1010.59766,312.87
2.27502,0.82223,0.1155,123456,task,1012.88953,2275.02
0.36279,0.79456,0.29511,123456,model,1013.2688,362.79
0.47852,0.79016,0.268,123456,model,1013.81335,478.52
0.4281,0.82538,0.12898,123456,task,1014.25806,428.1
0.23035,0.78487,0.31024,123456,model,1014.55493,230.35
1.3197,0.7909,0.24996,123456,model,1015.89124,1319.7
0.87366,0.81079,0.27029,123456,task,1016.78101,873.66
0.49463,0.82601,0.19595,123456,task,1017.29175,494.63
0.42773,0.79661,0.35779,123456,model,1017.73669,427.73
0.36328,0.78014,0.29499,123456,model,1018.1665,363.28
0.39539,0.82904,0.24938,123456,task,1018.57788,395.39
0.44543,0.78838,0.12172,123456,model,1019.03979,445.43
0.79175,0.79067,0.30449,123456,model,1019.8479,791.75
0.47827,0.80302,0.29412,123456,task,1020.39185,478.27
1.00647,0.85715,0.21888,123456,task,1021.41418,1006.47
0.23157,0.80592,0.37016,123456,task,1021.66211,231.57
1.1543,0.8267,0.28958,123456,task,1022.83215,1154.3
0.4126,0.81806,0.23168,123456,task,1023.26111,412.6
0.24731,0.80127,0.36863,123456,task,1023.52466,247.31
0.5769,0.81728,0.22308,123456,task,1024.1178,576.9
0.64368,0.84753,0.27797,123456,task,1024.77808,643.68
0.29626,0.80635,0.35599,123456,task,1025.09082,296.26
0.60962,0.8532,0.34236,123456,task,1025.71729,609.62
1.53369,0.8527,0.25692,123456,task,1027.26721,1533.69
0.21484,0.80907,0.42378,123456,task,1027.49829,214.84
0.79102,0.84488,0.33102,123456,task,1028.30579,791.02
0.46155,0.86701,0.27738,123456,task,1028.78418,461.55
0.24744,0.81362,0.43112,123456,task,1029.0481,247.44
0.3125,0.89695,0.37797,123456,task,1029.37756,312.5
0.46191,0.86874,0.3004,123456,task,1029.85596,461.91
0.60999,0.80269,0.4144,123456,task,1030.4823,609.99
0.65918,0.89105,0.37345,123456,task,1031.15845,659.18
0.41235,0.84441,0.27406,123456,task,1031.58704,412.35
0.82434,0.85283,0.2314,123456,task,1032.42786,824.34
0.23132,0.85813,0.40087,123456,task,1032.67542,231.32
0.4292,0.8391,0.32577,123456,task,1033.12048,429.2
0.39624,0.86809,0.27016,123456,task,1033.53284,396.24
0.21436,0.814,0.42083,123456,task,1033.76343,214.36
0.32922,0.85082,0.24951,123456,task,1034.10974,329.22
0.52771,0.89594,0.26665,123456,task,1034.70361,527.71
0.24707,0.83369,0.40604,123456,task,1034.96692,247.07
0.51172,0.87102,0.35048,123456,task,1035.495,511.72
0.297,0.83527,0.30639,123456,task,1035.80811,297
1.08826,0.85333,0.26306,123456,task,1036.91284,1088.26
0.62646,0.81304,0.38084,123456,task,1037.55542,626.46
0.94006,0.84853,0.35913,123456,task,1038.51196,940.06
0.39575,0.8836,0.29209,123456,task,1038.92432,395.75
0.24731,0.80466,0.4218,123456,task,1039.18787,247.31
1.05518,0.82227,0.40938,123456,task,1040.25964,1055.18
0.47839,0.82922,0.37195,123456,task,1041.00171,478.39
0.54395,0.82621,0.27153,123456,task,1041.80969,543.95
0.34595,0.81548,0.39914,123456,task,1042.17212,345.95
0.79163,0.83694,0.36352,123456,task,1042.98047,791.63
0.26392,0.82409,0.2583,123456,task,1043.26062,263.92
1.02209,0.82508,0.15202,123456,task,1044.29907,1022.09
0.24707,0.7927,0.37848,123456,model,1044.56335,247.07
0.56018,0.79081,0.26282,123456,model,1045.14026,560.18
0.34656,0.81897,0.15795,123456,task,1045.50305,346.56
0.44519,0.79794,0.36654,123456,model,1045.96448,445.19
0.46155,0.807,0.27875,123456,task,1046.49219,461.55
0.31348,0.81005,0.38689,123456,task,1046.82178,313.48
0.2644,0.79255,0.2155,123456,model,1047.10242,264.4
0.6261,0.80385,0.26965,123456,task,1047.74524,626.1
0.23047,0.77399,0.19145,123456,model,1048.04187,230.47
0.70825,0.7906,0.29346,123456,model,1048.76746,708.25
0.60999,0.84906,0.46932,123456,task,1049.3938,609.99
0.41272,0.81929,0.42493,123456,task,1049.87207,412.72
0.59375,0.83911,0.33543,123456,task,1050.48242,593.75
0.36255,0.8154,0.25125,123456,task,1050.86157,362.55
0.2644,0.84141,0.15731,123456,task,1051.14185,264.4
0.7583,0.79317,0.36928,123456,model,1051.91675,758.3
1.13831,0.80994,0.2768,123456,task,1053.12061,1138.31
0.3468,0.81904,0.20434,123456,task,1053.48352,346.8
1.17065,0.82328,0.1266,123456,task,1054.67004,1170.65
0.21448,0.77871,0.34622,123456,model,1054.90137,214.48
1.33557,0.7876,0.33602,123456,model,1056.25281,1335.57
0.65942,0.82357,0.31543,123456,task,1056.92908,659.42
0.5603,0.87283,0.2649,123456,task,1057.50574,560.3
0.09863,0.82268,0.19361,123456,task,1057.62146,98.63
0.21448,0.82576,0.37162,123456,task,1058.05042,214.48
0.46008,0.8097,0.33118,123456,task,1058.5282,460.08
0.46106,0.79794,0.20418,123456,model,1059.20422,461.06
0.5116,0.81,0.15601,123456,task,1059.7323,511.6
0.26379,0.78867,0.36383,123456,model,1060.01257,263.79
0.57739,0.81958,0.25556,123456,task,1060.65576,577.39
0.29675,0.79796,0.19086,123456,model,1060.96875,296.75
