FixationDurationInS,BPOGX,BPOGY,Participant,AOIName,TIME(2018/10/26 16:24:10.124),FixationDuration
1.25317,0.06672,0.19491,4888CYBR,hierachy,40.72546,1253.17
0.28027,0.13519,0.43095,4888CYBR,text,41.02258,280.27
0.31323,0.83771,0.24761,4888CYBR,task,41.59961,313.23
0.80823,0.84577,0.27688,4888CYBR,task,42.42456,808.23
0.21423,0.83325,0.28169,4888CYBR,task,42.65515,214.23
0.51062,0.93646,0.30218,4888CYBR,task,43.47913,510.62
0.39526,0.83376,0.33165,4888CYBR,task,43.89124,395.26
0.56042,0.87588,0.33546,4888CYBR,task,44.46875,560.42
0.57703,0.91666,0.36218,4888CYBR,task,45.06213,577.03
0.2312,0.85144,0.37114,4888CYBR,task,45.55676,231.2
0.70923,0.88224,0.35424,4888CYBR,task,46.28259,709.23
0.34595,0.81389,0.26264,4888CYBR,task,46.64465,345.95
0.7251,0.81253,0.26164,4888CYBR,task,47.38672,725.1
0.46191,0.16602,0.15214,4888CYBR,text,48.1123,461.91
0.90674,0.17291,0.2339,4888CYBR,text,49.03564,906.74
0.24768,0.17128,0.36428,4888CYBR,text,49.59668,247.68
0.34668,0.27741,0.19868,4888CYBR,text,49.95959,346.68
0.31348,0.16116,0.21935,4888CYBR,text,50.33801,313.48
0.38037,0.1735,0.16226,4888CYBR,text,50.73462,380.37
0.28052,0.23367,0.18498,4888CYBR,text,51.03113,280.52
0.28003,0.3401,0.29934,4888CYBR,text,51.57483,280.03
0.31335,0.33288,0.44189,4888CYBR,text,51.95422,313.35
0.24683,0.24826,0.72389,4888CYBR,text,52.26685,246.83
0.28027,0.1755,0.91161,4888CYBR,text,52.61389,280.27
0.49475,0.18092,0.4977,4888CYBR,text,53.12476,494.75
0.3291,0.17685,0.39755,4888CYBR,text,53.52039,329.1
0.36243,0.821,0.35875,4888CYBR,task,54.19641,362.43
0.36328,0.89423,0.47957,4888CYBR,task,54.97156,363.28
0.24658,0.83951,0.25588,4888CYBR,task,55.2843,246.58
0.49463,0.87311,0.1807,4888CYBR,task,55.79529,494.63
0.46155,0.82882,0.31447,4888CYBR,task,56.27417,461.55
0.37939,0.83966,0.59348,4888CYBR,task,56.6698,379.39
0.31262,0.92375,0.62419,4888CYBR,task,57.04834,312.62
0.19751,0.85567,0.18988,4888CYBR,task,57.26245,197.51
0.69287,0.88209,0.20237,4888CYBR,task,58.02136,692.87
0.51086,0.91888,0.21714,4888CYBR,task,58.54944,510.86
0.21497,0.81787,0.21278,4888CYBR,task,59.07715,214.97
0.297,0.84906,0.57401,4888CYBR,task,59.39038,297
0.57715,0.86098,0.43905,4888CYBR,task,60.0332,577.15
0.37878,0.87459,0.41526,4888CYBR,task,60.42834,378.78
0.19861,0.83925,0.52086,4888CYBR,task,60.94019,198.61
0.32922,0.89597,0.50876,4888CYBR,task,61.28589,329.22
0.31323,0.78741,0.73615,4888CYBR,model,61.61621,313.23
0.32983,0.82637,0.59053,4888CYBR,task,63.04993,329.83
0.29688,0.80533,0.68377,4888CYBR,task,63.41272,296.88
0.31323,0.84002,0.57548,4888CYBR,task,63.8418,313.23
0.32971,0.85562,0.45477,4888CYBR,task,64.63281,329.71
0.69238,0.88448,0.34748,4888CYBR,task,65.34241,692.38
0.49438,0.94499,0.35151,4888CYBR,task,65.85327,494.38
0.3302,0.82794,0.31047,4888CYBR,task,66.20007,330.2
0.37891,0.84563,0.10753,4888CYBR,task,66.59534,378.91
0.44519,0.93702,0.39147,4888CYBR,task,67.35339,445.19
0.49463,0.91639,0.56741,4888CYBR,task,67.86499,494.63
0.39563,0.85285,0.41265,4888CYBR,task,68.5741,395.63
0.47791,0.94886,0.35756,4888CYBR,task,69.06836,477.91
1.31873,0.81249,0.31127,4888CYBR,task,70.40405,1318.73
0.21497,0.81557,0.28177,4888CYBR,task,70.63477,214.97
0.51184,0.84722,0.20058,4888CYBR,task,71.70703,511.84
0.31311,0.90943,0.27126,4888CYBR,task,72.08618,313.11
0.26379,0.87606,0.32173,4888CYBR,task,72.36609,263.79
0.36267,0.86274,0.23044,4888CYBR,task,72.99219,362.67
0.42908,0.84199,0.17744,4888CYBR,task,73.43799,429.08
0.52795,0.8303,0.29701,4888CYBR,task,73.98242,527.95
0.42859,0.90669,0.29767,4888CYBR,task,74.42725,428.59
0.5603,0.97301,0.29764,4888CYBR,task,75.00415,560.3
0.37915,0.88688,0.26377,4888CYBR,task,75.44958,379.15
0.56104,0.8336,0.35786,4888CYBR,task,76.52112,561.04
0.59302,0.95821,0.30908,4888CYBR,task,77.13086,593.02
0.2793,0.82776,0.3394,4888CYBR,task,77.42737,279.3
0.34509,0.85471,0.37538,4888CYBR,task,77.79028,345.09
0.59363,0.85376,0.404,4888CYBR,task,78.69714,593.63
0.7583,0.92674,0.35393,4888CYBR,task,79.47266,758.3
0.84021,0.92672,0.38931,4888CYBR,task,80.32947,840.21
0.72595,0.98724,0.38247,4888CYBR,task,81.41821,725.95
0.3468,0.8567,0.40661,4888CYBR,task,81.78101,346.8
0.9397,0.86874,0.39898,4888CYBR,task,82.73718,939.7
0.39551,0.86742,0.39398,4888CYBR,task,83.14917,395.51
0.60974,0.88352,0.35948,4888CYBR,task,84.12207,609.74
0.74231,0.93778,0.33865,4888CYBR,task,84.88062,742.31
0.3468,0.80301,0.4021,4888CYBR,task,85.24304,346.8
0.45911,0.84561,0.46265,4888CYBR,task,85.7207,459.11
0.46179,0.76746,0.54721,4888CYBR,model,86.54529,461.79
0.74243,0.9166,0.41709,4888CYBR,task,87.30408,742.43
0.61011,0.81504,0.47236,4888CYBR,task,87.93042,610.11
0.52771,0.88155,0.51212,4888CYBR,task,88.47424,527.71
0.42944,0.85521,0.40174,4888CYBR,task,89.21704,429.44
0.44543,0.83841,0.47082,4888CYBR,task,89.67871,445.43
0.46143,0.86128,0.45587,4888CYBR,task,90.15649,461.43
0.56018,0.84089,0.48338,4888CYBR,task,90.73328,560.18
0.24744,0.8809,0.49912,4888CYBR,task,90.99768,247.44
0.19763,0.86744,0.58175,4888CYBR,task,93.42151,197.63
0.28027,0.84256,0.54087,4888CYBR,task,94.08057,280.27
0.24805,0.90689,0.56374,4888CYBR,task,94.74072,248.05
0.34595,0.86509,0.5279,4888CYBR,task,95.10291,345.95
0.70862,0.98836,0.52415,4888CYBR,task,95.82825,708.62
0.24658,0.97047,0.52322,4888CYBR,task,96.09192,246.58
0.24768,0.84998,0.45662,4888CYBR,task,96.70251,247.68
0.41248,0.94118,0.46129,4888CYBR,task,97.13098,412.48
0.29688,0.92475,0.4289,4888CYBR,task,97.44446,296.88
0.31299,0.93995,0.47449,4888CYBR,task,97.77405,312.99
0.31287,0.95539,0.51131,4888CYBR,task,98.40015,312.87
0.09863,0.96916,0.53273,4888CYBR,task,98.51599,98.63
0.23145,0.79835,0.52741,4888CYBR,model,98.81335,231.45
0.32996,0.84471,0.57176,4888CYBR,task,99.15955,329.96
0.59326,0.85864,0.42136,4888CYBR,task,99.76904,593.26
0.34631,0.92828,0.48583,4888CYBR,task,100.13184,346.31
0.06543,0.93493,0.45572,4888CYBR,task,100.21387,65.43
0.37915,0.84056,0.4117,4888CYBR,task,100.90649,379.15
0.49512,0.86863,0.4472,4888CYBR,task,101.41809,495.12
0.36316,0.96274,0.40467,4888CYBR,task,101.79724,363.16
0.75781,0.9113,0.40979,4888CYBR,task,102.57178,757.81
0.26392,0.84562,0.47643,4888CYBR,task,102.85229,263.92
0.31372,0.84941,0.29309,4888CYBR,task,103.18262,313.72
0.44556,0.98439,0.51476,4888CYBR,task,103.94067,445.56
0.23083,0.853,0.46457,4888CYBR,task,104.23743,230.83
0.495,0.90233,0.52133,4888CYBR,task,104.74841,495
0.0979,0.89348,0.4811,4888CYBR,task,105.52283,97.9
0.54419,0.87011,0.52862,4888CYBR,task,106.85913,544.19
0.62671,0.93087,0.51285,4888CYBR,task,107.50195,626.71
0.37939,0.91597,0.5155,4888CYBR,task,107.89758,379.39
0.28015,0.86771,0.49515,4888CYBR,task,108.19458,280.15
0.54382,0.82819,0.62503,4888CYBR,task,108.75549,543.82
0.29663,0.87272,0.57594,4888CYBR,task,109.41418,296.63
0.11572,0.84461,0.56003,4888CYBR,task,109.54651,115.72
0.29663,0.9038,0.49094,4888CYBR,task,110.20593,296.63
0.34631,0.8144,0.59374,4888CYBR,task,110.56873,346.31
0.34644,0.80124,0.53505,4888CYBR,task,110.98083,346.44
0.23083,0.87453,0.71551,4888CYBR,task,111.5741,230.83
