FixationDurationInS,BPOGX,BPOGY,Participant,AOIName,TIME(2018/10/26 16:24:10.124),FixationDuration
1.71521,0.05228,0.21,4888CYBR,hierachy,409.75867,1715.21
0.16406,0.0654,0.2086,4888CYBR,hierachy,409.93982,164.06
0.46191,0.0801,0.12891,4888CYBR,hierachy,410.61597,461.91
0.41223,0.33667,0.39498,4888CYBR,text,411.04456,412.23
0.31335,0.28505,0.17171,4888CYBR,text,411.42371,313.35
0.495,0.3007,0.19751,4888CYBR,text,411.98438,495
0.29724,0.82952,0.17446,4888CYBR,task,412.54504,297.24
0.19812,0.24054,0.17952,4888CYBR,text,412.75903,198.12
0.36316,0.3542,0.18559,4888CYBR,text,413.18811,363.16
0.29724,0.25336,0.14392,4888CYBR,text,413.50134,297.24
0.21472,0.08358,0.17453,4888CYBR,hierachy,413.73206,214.72
0.26355,0.26086,0.16821,4888CYBR,text,414.57288,263.55
0.24731,0.25465,0.18994,4888CYBR,text,414.88586,247.31
0.59363,0.30519,0.22015,4888CYBR,text,415.74353,593.63
0.54382,0.17056,0.14618,4888CYBR,text,416.35352,543.82
2.39075,0.05782,0.1648,4888CYBR,hierachy,418.76074,2390.75
0.21448,0.60873,0.19395,4888CYBR,model,418.9917,214.48
0.39624,0.85264,0.15063,4888CYBR,task,419.45374,396.24
0.24731,0.82954,0.39679,4888CYBR,task,419.71729,247.31
0.24805,0.84698,0.30235,4888CYBR,task,420.03076,248.05
0.65955,0.79664,0.26258,4888CYBR,model,420.70654,659.55
0.29688,0.85486,0.18244,4888CYBR,task,421.01978,296.88
0.34607,0.91411,0.18513,4888CYBR,task,421.38245,346.07
0.54492,0.86235,0.17866,4888CYBR,task,421.94336,544.92
0.7085,0.90188,0.21979,4888CYBR,task,422.66821,708.5
0.97241,0.94246,0.19667,4888CYBR,task,423.65771,972.41
0.77527,0.81499,0.21002,4888CYBR,task,424.44922,775.27
0.52686,0.87788,0.21713,4888CYBR,task,424.9928,526.86
0.80823,0.9364,0.22417,4888CYBR,task,425.81787,808.23
0.31323,0.85209,0.24125,4888CYBR,task,426.14722,313.23
0.52783,0.85877,0.26317,4888CYBR,task,426.69165,527.83
0.41235,0.88832,0.26607,4888CYBR,task,427.12012,412.35
0.32898,0.83913,0.26275,4888CYBR,task,427.7627,328.98
2.1438,0.88677,0.26003,4888CYBR,task,429.92322,2143.8
0.60974,0.92835,0.27002,4888CYBR,task,430.84631,609.74
0.37903,0.84281,0.31334,4888CYBR,task,431.24255,379.03
0.5271,0.83897,0.27814,4888CYBR,task,431.78625,527.1
1.33569,0.89228,0.28948,4888CYBR,task,433.13855,1335.69
0.41199,0.95172,0.1921,4888CYBR,task,433.91296,411.99
0.75854,0.84689,0.20667,4888CYBR,task,434.68811,758.54
0.41235,0.84308,0.22024,4888CYBR,task,435.11694,412.35
0.75903,0.96942,0.23125,4888CYBR,task,436.48596,759.03
